huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek
39,8243PG,0995200000757142,0995010000757143,False
10,1047BJ,0363200000478456,0363010000994079,False
184,1506EK,0479200000069388,0479010000056910,False
10,1047BJ,0363200000478456,0363010000994079,False
13,1042AN,0363200000490208,0363010001006701,False
77,1101CX,0363200012096905,0363010012095443,False
181,2106MH,0397200000009501,0397010000009501,False
4,1042AS,0363200000238290,0363010000778381,False
124,1078EN,0363200000067930,0363010000605430,False
183,1051LJ,0363200012102849,0363010012101290,False
36,1042AA,0363200000435837,0363010000776609,False
36,1042AA,0363200000435837,0363010000776609,False
5,1047HN,0363200012132684,0363010012130765,False
2,3161WD,0613200000140467,0613010000140468,False
13,1042AN,0363200000490208,0363010001006701,False
10,1044AB,0363200000073274,0363010000610984,False
13,1042AN,0363200000490208,0363010001006701,False
6,1118AP,0394200001005835,0394010001005385,False
228,1017AK,0363200000029665,0363010000966694,False
28,1044AL,0363200000488903,0363010000688895,False
12,3165AD,0613200000155067,0613010000155068,False
22,1013BL,0363200000403191,0363010000606391,False
35,1047BP,0363200000465333,0363010000958040,False
243,1118AV,0394200001002284,0394010001002324,False
2,3261KN,0584200001306620,0584010001295551,False
115,8254KB,0303200000616661,0303010000616662,False
1,1046AW,0363200012137295,0363010012135345,False
2,1185ZP,0362200000034453,0362010002034453,False
3,1047BE,0363200000478081,0363010000993905,False
50,1118LE,0394200001002558,0394010001002598,False
64,2121VK,0377200000000698,0377010000000694,False
13,1506RZ,0479200000069436,0479010000054208,False
12,1079WC,0363200000137449,0363010000675481,False
80,1047HM,0363200000541351,0363010001170398,False
122,1022AG,0363200000435450,0363010000716702,False
20,2661CP,1621200000010126,1621010000021071,False
5,1101EZ,0363200000384157,0363010000927610,False
18,1111VL,0384200000008954,0384010000011104,False
4,1042AB,0363200000457853,0363010001002968,False
100,1047HM,0363200000486612,0363010001010010,False
52,2987VE,0597200000124074,0597010000124076,False
2,3165AL,0613200000152723,0613010000152724,False
18,1432JH,0358200001206518,0358010003281588,False
4,1013BT,0363200001955921,0363010001956061,False
207,1213TR,0402200001571133,0402010001571134,False
12,2491BJ,0518200000850903,0518010000850904,False
19,3089JH,0599200001010630,0599010000486304,False
10,1044AB,0363200000073274,0363010000610984,False
2,4814DB,0758200000002137,0758010000085778,False
28,1191AC,0437200000001367,0437010000000876,False
28,1191AC,0437200000001367,0437010000000876,False
110,1112AP,0384200000012298,0384010000007778,False
261,1024KM,0363200012066593,0363010012066417,False
238,1101CM,0363200012065610,0363010012065440,False
28,1191AC,0437200000001367,0437010000000876,False
1,3161GR,0613200000201603,0613010000201602,False
189,1015MA,0363200000419134,0363010000866359,False
32,5222AL,0796200000308200,0796010000308202,False
48,1013BM,0363200003683683,0363010003684838,False
8,3016DE,0599200000496806,0599010000091405,False
526,1023BX,0363200000396249,0363010000751961,False
116,1051LJ,0363200012102907,0363010012101346,False
1,6598MH,0907200000909515,0907010000909516,False
21,5928SJ,0983200000158467,0983010000158452,False
37,1119NG,0394200000061220,0394010000338889,False
36,1042AA,0363200000435837,0363010000776609,False
36,1042AA,0363200000435837,0363010000776609,False
111,2132LS,0394200001001391,0394010001001462,False
444,1017BZ,0363200012092017,0363010012090630,False
80,1047HM,0363200000541351,0363010001170398,False
17,1046AR,0363200000496316,0363010001025055,False
80,1047HM,0363200000541351,0363010001170398,False
4,1059VM,0363200000481944,0363010000997696,False
110,1118AS,0394200001002352,0394010001002392,False
2,5928LH,0983200000039379,0983010000039379,False
36,1042AA,0363200000435837,0363010000776609,False
13,3161HK,0613200000144471,0613010000144472,False
12,7207GL,0301200000019457,0301010000019457,False
112,1066ML,0363200000437176,0363010000942523,False
249,1432CM,0358200018939925,0358010018993265,False
1,1118EC,0394200001002053,0394010001002093,False
50,3194AB,0599200000350069,0599010000246159,False
124,1011AB,0363200000081103,0363010000618809,False
4,1045AL,0363200000530732,0363010001166435,False
95,1112AW,0384200000012795,0384010000006699,False
8,4131NJ,0620200000027696,0620010000024410,False
36,1042AA,0363200000435837,0363010000776609,False
2,8411WK,0074200000357757,0074010000357758,False
7,1083HJ,0363200000078409,0363010000616216,False
371,1508WN,0479200000020898,0479010000012822,False
105,1042BB,0363200001964299,0363010001964509,False
47,3115JD,0606200000018115,0606010000018115,False
4,3194AB,0599200000350065,0599010000199117,False
14,1422AD,0451200000165345,0451010000004482,False
14,4184EW,0304200000003188,0304010000003188,False
333,1077XX,0363200012117511,0363010012115758,False
1,1383HT,0457200000200035,0457010000001052,False
33,1625NW,0405200000599870,0405010000599871,False
28,1191AC,0437200000001367,0437010000000876,False
36,1042AA,0363200000435837,0363010000776609,False
1,1042AA,0363200000346230,0363010000888401,False
20,1327HA,0034200000069243,0034010000013158,False
4,1042AS,0363200000238290,0363010000778381,False
3,2408AX,0484200000031434,0484010000031434,False
2,5928SJ,0983200000158640,0983010000158625,False
125,1056RC,0363200012080298,0363010012079283,False
44,1942AR,0375200000021340,0375010000021340,False
21,1014BA,0363200000158244,0363010000696496,False
553,1023BS,0363200000212543,0363010000751985,False
168,1013HB,0363200000059413,0363010000597077,False
17,5651GG,0772200001055474,0772010001055456,False
5,8028PK,0193200000055149,0193010000055149,False
9,6921RG,0226200000038889,0226010000038786,False
27,6422PE,0917200000054855,0917010000046625,False
54,5657EB,0772200000082081,0772010000804435,False
87,1541AN,0479200000011045,0479010000009674,False
46,1505HH,0479200000078154,0479010000077481,False
30,5341GM,0828200001593953,0828010001593954,False
271,1432KB,0358200018938480,0358010018989025,False
63,3088GB,0599200000181285,0599010000215784,False
2,1438BB,0394200000020245,0394010000333959,False
19,1033SN,0363200000395791,0363010000928063,False
13,1054AH,0363200001981652,0363010001982860,False
9,1101BA,0363200001975755,0363010001975894,False
55,1975AG,0453200000106424,0453010003149296,False
1,1972LV,0453200000102169,0453010003049219,False
1,1118DT,0394200001002021,0394010001002061,False
17,1948ND,0375200000012221,0375010000012221,False
31,1013BE,0363200000034378,0363010000571635,False
182,1118LN,0394200001002412,0394010001002452,False
13,1175RB,0394200000021770,0394010000341039,False
126,1077XV,0363200000501062,0363010001173237,False
24,4501BD,1714200000756529,1714010000756530,False
30,1948PV,0375200000014080,0375010000014080,False
39,1975AG,0453200000106427,0453010003149299,False
6,5657ES,0772200000088837,0772010000712274,False
32,6199AD,0888200000040840,0888010000217767,False
17,1437EK,0394200001010496,0394010001009981,False
42,5048AZ,0855200000093605,0855010000106283,False
495,3016DR,0599200100038657,0599010400037695,False
15,1437EK,0394200001010495,0394010001009980,False
172,1119PS,0394200000010722,0394010000340383,False
313,1431GB,0358200000000619,0358010018943853,False
202,1118LN,0394200001003748,0394010001003610,False
2,1118DS,0394200001002016,0394010001002056,False
35,1942ES,0375200000009803,0375010000009803,False
6489,4836LH,0758200000090307,0758010000074837,False
71,1119MD,0394200000009532,0394010000340248,False
100,1781AR,0400200000040589,0400010000040581,False
1,1118EA,0394200001002052,0394010001002092,False
44,3165AB,0613200000158829,0613010000158830,False
24,1119NL,0394200000009939,0394010000312382,False
40,1118LM,0394200001002181,0394010001002221,False
202,1118LN,0394200001003748,0394010001003610,False
327,1171VC,0394200001008482,0394010001007984,False
10,1976BV,0453200000010727,0453010001010727,False
2,1118EB,0394200001006117,0394010001005662,False
27,6199AC,0888200000036044,0888010000218972,False
7,1437EK,0394200001005771,0394010001005320,False
1,4782SM,1709200000449089,1709010000049282,False
22,3044AW,0599200100004232,0599010400004043,False
42,1118LB,0394200001010646,0394010001010128,False
7,2153GB,0394200000007562,0394010000309830,False
9,1948NP,0375200000007683,0375010000007683,False
30,1948PV,0375200000014080,0375010000014080,False
36,2156LE,0394200000008165,0394010000307504,False
313,1431GB,0358200000000619,0358010018943853,False
202,1118LN,0394200001003748,0394010001003610,False
42,1118LM,0394200001002182,0394010001002222,False
6,2131GK,0394200000022295,0394010000291510,False
16,3089KG,0599200000259765,0599010000227868,False
202,1118LN,0394200001003748,0394010001003610,False
2,8171MB,0232200000014982,0232010000014982,False
118,9207JD,0090200000656859,0090010000656860,False
2,3045AK,0599200100007959,0599010400007697,False
3,2231BZ,0537200000018505,0537010000018505,False
1,1118CL,0394200001008946,0394010001008446,False
26,1117BC,0394200001008400,0394010001007902,False
1,1118LC,0394200000069656,0394010000346868,False
337,7524PT,0153200000370034,0153010000370035,False
5,5684PB,0753200000080443,0753010000034591,False
20,5913AE,0983200000039556,0983010000039556,False
39,2152CW,0394200000060101,0394010000283484,False
103,2406BE,0484200000023539,0484010000023539,False
18,6199AB,0888200000034805,0888010000218981,False
70,3316BL,0505200000013484,0505010000013484,False
45,9761TA,1730200000016917,1730010000015458,False
300,1438AN,0394200000021885,0394010000299376,False
2750,5657DZ,0772200000095858,0772010000779650,False
44,1118LM,0394200001002183,0394010001002223,False
202,1118LN,0394200001003748,0394010001003610,False
83,3087BM,0599200100016297,0599010400015709,False
300,1438AN,0394200000021885,0394010000299376,False
1,7271AZ,1859200000849497,1859010000849496,False
42,1012DP,0363200000219270,0363010000758929,False
31,1119NT,0394200001007296,0394010001006814,False
17,8932HL,0080200000473461,0080010000473462,False
6,5234GM,0796200000392455,0796010000392456,False
31,1118EE,0394200001002086,0394010001002126,False
24,1119NL,0394200000009939,0394010000312382,False
31,2133JN,0394200000036109,0394010000280214,False
2,1118LB,0394200001002139,0394010001002179,False
22,2984BT,0597200000231550,0597010000231551,False
8,1119ME,0394200001009543,0394010001009038,False
2,1118DS,0394200001002016,0394010001002056,False
16,1047HP,0363200001988246,0363010001988428,False
12,2984BT,0597200000230764,0597010000230765,False
2,1103TL,0363200000455378,0363010000980424,False
20,1483GB,0365200000003398,0365010000003383,False
11,3165AA,0613200000141487,0613010000141488,False
8,2111TB,0377200000031175,0377010000011428,False
7,5928PE,0983200000149246,0983010000149246,False
101,1118DP,0394200001002015,0394010001002055,False
111,2132LS,0394200001001391,0394010001001462,False
27,6191NC,0888200000038183,0888010000007217,False
4,9301ZS,1699200000013599,1699010000015277,False
32,7327AC,0200200000059803,0200010000224470,False
18,3542AV,0344200000172662,0344010000169694,False
78,1118LB,0394200001010662,0394010001010144,False
11,3165AA,0613200000141487,0613010000141488,False
43,2101JB,0397200000002079,0397010000002079,False
1,2153PL,0394200000007764,0394010000299114,False
90,3012KM,0599200000516505,0599010000074741,False
79,1171GJ,0394200000014692,0394010000307064,False
38,1118LD,0394200001002383,0394010001002423,False
17,1171WN,0394200000018234,0394010000312301,False
303,1171VC,0394200000028505,0394010000326243,False
8,4131NJ,0620200000027696,0620010000024410,False
11,1119NT,0394200000062832,0394010000302968,False
25,1118DT,0394200001002033,0394010001002073,False
17,1948ND,0375200000012221,0375010000012221,False
219,1438BG,0394200000020218,0394010000314115,False
11,3195ND,0599200000451299,0599010000025489,False
3,2153PH,0394200000003768,0394010000315280,False
250,1101BV,0363200000464843,0363010000957915,False
1,1118EC,0394200001002053,0394010001002093,False
235,2135JZ,0394200000045506,0394010000304841,False
50,2153PL,0394200000070180,0394010000282300,False
2,2134XN,0394200000042677,0394010000328343,False
223,1438BG,0394200000020220,0394010000325888,False
10,1681NN,0459200000001816,0459010000001816,False
34,2211JT,0576200000006074,0576010000006074,False
3,1971KM,0453200000013861,0453010001013861,False
50,1118LE,0394200001002558,0394010001002598,False
2,2993LE,0489200000241975,0489010000241976,False
1,1437EL,0394200001009388,0394010001008887,False
23,1911MP,0450200000000959,0450010000001007,False
7,1948AB,0375200000006452,0375010000006452,False
1,1851EE,0399200000000686,0399010000000686,False
10,4455TE,0654200000015100,0654010000009437,False
19,3089JH,0599200001010630,0599010000486304,False
3,1951NK,0453200000000606,0453010001000606,False
4,1976CB,0453200000003576,0453010001003576,False
5,3199LS,0599200000783553,0599010000401115,False
250,3088GD,0599200100030045,0599010400029175,False
4,1118DS,0394200001002017,0394010001002057,False
469,2685DE,1783200000029397,1783010000029397,False
90,6199AD,0888200000040854,0888010000217777,False
11,6045GX,0957200000304152,0957010000303972,False
57,5657EA,0772200000111580,0772010000702217,False
8,5928LR,0983200000093113,0983010000093113,False
3,6075NL,1669200000222220,1669010000222221,False
6,6045JL,0957200000020732,0957010000128338,False
45,1119NK,0394200000009263,0394010000297512,False
158,3194AM,0599200000737012,0599010000369950,False
9,5928LH,0983200000091353,0983010000091353,False
22,5928LE,0983200000097536,0983010000097536,False
48,5928SC,0983200000157008,0983010000156995,False
28,5928LE,0983200000097720,0983010000097720,False
1,6045GW,0957200000302442,0957010000302261,False
26,5928LE,0983200000097719,0983010000097719,False
5,6075NL,1669200000216822,1669010000216823,False
12,1118LB,0394200001010640,0394010001010122,False
34,1118LM,0394200001002178,0394010001002218,False
1,1566AW,0479200000019835,0479010000020390,False
365,1437CG,0394200000021407,0394010000295644,False
273,1435CJ,0394200000020283,0394010000304909,False
1,1118CL,0394200001008946,0394010001008446,False
30,1118LD,0394200001002152,0394010001002192,False
5,5753RL,0762200000011198,0762010000009376,False
87,1161BW,0394200000012642,0394010000340580,False
1,1175RB,0394200000005125,0394010000338457,False
685,1435BZ,0394200000018545,0394010000334358,False
34,2041CZ,0473200000006918,0473010000006429,False
50,2153PL,0394200000070180,0394010000282300,False
8,1118EE,0394200001002063,0394010001002103,False
205,1973BD,0453200000002320,0453010001002320,False
34,1262AC,0376200000175330,0376010001006729,False
1,1951NH,0453200000102166,0453010003049203,False
50,9521AT,1681200000009694,1681010000009694,False
35,2191AC,0576200000000799,0576010000000799,False
7,1119NN,0394200000010070,0394010000338463,False
42,1121MB,0415200000003695,0415010000003501,False
343,1118DZ,0394200001002049,0394010001002089,False
365,1437CG,0394200000021407,0394010000295644,False
365,1437CG,0394200000021407,0394010000295644,False
155,2033WK,0392200000097339,0392010000097318,False
190,2132PZ,0394200001003946,0394010001003810,False
12,5657EN,0772200000112063,0772010000707100,False
2,1976BS,0453200000040910,0453010001040910,False
27,1118CB,0394200001001836,0394010001001876,False
19,1433NC,0358200018934742,0358010018974193,False
766,2132NM,0394200001001172,0394010001001269,False
30,1119PV,0394200000010425,0394010000328293,False
72,3197LH,0599200000817580,0599010000420523,False
213,1119PD,0394200000011786,0394010000340525,False
4,4782PP,1709200000438585,1709010000010581,False
31,2131HB,0394200000022246,0394010000293167,False
17,2161LE,0553200000008996,0553010000004520,False
16,1976AC,0453200000028885,0453010001028885,False
100,1047HM,0363200000486612,0363010001010010,False
313,1431GB,0358200000000619,0358010018943853,False
9,1438BA,0394200000022722,0394010000337545,False
3,3208LA,0612200000036816,0612010000036743,False
50,2153PL,0394200000070180,0394010000282300,False
300,1438AN,0394200000021885,0394010000299376,False
401,1117BM,0394200001001460,0394010001001500,False
2,6902KG,0299200000456629,0299010000456630,False
57,2391AB,1672200000006514,1672010000005758,False
34,1943DE,0375200000005899,0375010000005899,False
150,5026RH,0855200000119493,0855010000119797,False
585,2132NA,0394200000030986,0394010000295810,False
20,2132MR,0394200000029678,0394010000335296,False
17,2161LE,0553200000008996,0553010000004520,False
18,2992LA,0489200000231951,0489010000231952,False
152,3522JB,0344200000073632,0344010000070332,False
80,1047HM,0363200000541351,0363010001170398,False
58,1402NV,0381200000111893,0381010000031119,False
20,1047BM,0363200000446683,0363010000688896,False
91,1435CH,0394200000020195,0394010000287779,False
2,1948RG,0375200000006687,0375010000006687,False
19,2675AM,1783200000008843,1783010000008843,False
248,2132BH,0394200000003819,0394010000279523,False
31,1541GH,0479200000013390,0479010000006989,False
83,3087BM,0599200100016297,0599010400015709,False
15,1019BT,0363200000529456,0363020001042719,False
19,1096CJ,0363200000153369,0363010001014941,False
21,1118CB,0394200001001833,0394010001001873,False
11,2311GN,0546200000056777,0546010000056777,False
24,4612RC,0748200000037388,0748010000037388,False
79,1213TM,0402200001628819,0402010001628773,False
2,3905NN,0345200002023002,0345010002023003,False
27,1019BR,0363200000492305,0363010001008478,False
15,1014AR,0363200000093851,0363010000631547,False
17,1432JH,0358200018937355,0358010018984545,False
38,1118LD,0394200001002383,0394010001002423,False
9,1391JP,0305200000001815,0305010000001815,False
460,1072MG,0363200000098225,0363010000635885,False
4,1181VX,0362200000033252,0362010002033252,False
22,1948RH,0375200000006472,0375010000006472,False
30,5271RS,0845200000003397,0845010000008480,False
73,1462HD,0370200000000263,0370010000000361,False
105,1119PA,0394200000008814,0394010000340155,False
38,1118LD,0394200001002383,0394010001002423,False
6,8771KE,0683200000125236,0683010000125237,False
1,1118CL,0394200001008946,0394010001008446,False
2,2131HG,0394200000024431,0394010000325328,False
313,1431GB,0358200000000619,0358010018943853,False
7,1437EK,0394200001005771,0394010001005320,False
56,1061WB,0363200000507794,0363010001043654,False
365,1437CG,0394200000021407,0394010000295644,False
61,1067JB,0363200000262204,0363010000803337,False
12,2132VZ,0394200000032209,0394010000312667,False
80,1047HM,0363200000541351,0363010001170398,False
40,6681LN,1705200000113612,1705010000022665,False
2650,1967DD,0396200000423015,0396010001020083,False
7,2153GB,0394200000007562,0394010000309830,False
38,2024RV,0392200000058642,0392010000058642,False
130,1057BH,0363200000522735,0363010001038575,False
42,1326MB,0034200000053899,0034010000001792,False
40,1103GH,0363200000532488,0363010001987032,False
28,2131HC,0394200000024325,0394010000292926,False
152,1438AX,0394200000066109,0394010000344157,False
107,1111GM,0384200000001758,0384010000001527,False
24,1187VX,0362200000079785,0362010002079785,False
709,1115TT,0437200000003351,0437010000006809,False
33,1324KC,0034200000007323,0034010000024569,False
5,4631SM,0873200000445309,0873010000445310,False
2,1437EL,0394200001005457,0394010001005019,False
50,3194AG,0599200000467963,0599010000031461,False
164,9541LE,0048200000001023,0048010000001442,False
10,1044AB,0363200000073274,0363010000610984,False
268,2032EK,0392200000001853,0392010000001853,False
212,1975BJ,0453200000036491,0453010001036491,False
204,1186RL,0362200000028527,0362010002028527,False
24,1121DJ,0415200000004055,0415010000004402,False
2,1047HS,0363200012128485,0363010012126586,False
96,2135VA,0394200001008134,0394010001007636,False
36,1042AA,0363200000435837,0363010000776609,False
14,1046AG,0363200000478482,0363010000994114,False
31,1043BK,0363200002004910,0363010002005171,False
52,1721AL,0416200000222293,0416010000222294,False
85,1043AM,0363200000525588,0363010001169549,False
2,1047BJ,0363200000538700,0363010001167562,False
14,1047BE,0363200000435841,0363010000776593,False
152,1438AX,0394200000066109,0394010000344157,False
20,1948AP,0375200000011647,0375010000011647,False
152,1438AX,0394200000066109,0394010000344157,False
1,4927RL,1719200000011810,1719010000011810,False
63,1119MD,0394200000008866,0394010000328534,False
120,1043EJ,0363200000489827,0363010001008172,False
37,1014BA,0363200000158255,0363010000696508,False
9,1566JN,0479200000027259,0479010000074805,False
5,1118LM,0394200001002409,0394010001002449,False
1,5321JA,0263200000106661,0263010000003222,False
101,7322BC,0200200000017428,0200010000070072,False
1,2153NB,0394200001010573,0394010001010055,False
17,1432JH,0358200018937355,0358010018984545,False
26,2132MS,0394200000028560,0394010000338650,False
333,1077XX,0363200012117511,0363010012115758,False
333,1077XX,0363200012117511,0363010012115758,False
333,1077XX,0363200012117511,0363010012115758,False
333,1077XX,0363200012117511,0363010012115758,False
333,1077XX,0363200012117511,0363010012115758,False
29,1094EA,0363200000039113,0363010000576385,False
61,2132PX,0394200001008604,0394010001008106,False
57,1431GD,0358200020183086,0358010020183087,False
36,1521PS,0479200000067500,0479010000046000,False
34,1424LE,0451200000156468,0451010000014263,False
12,9747AN,0014200010886853,0014010011078267,False
313,1431GB,0358200000000619,0358010018943853,False
24,3088KA,0599200000424267,0599010000125751,False
300,1438AN,0394200000021885,0394010000299376,False
87,1121JA,0415200000000386,0415010000000237,False
1,3161GR,0613200000201603,0613010000201602,False
56,1118LB,0394200001010654,0394010001010136,False
1,3161GR,0613200000201603,0613010000201602,False
608,1437EJ,0394200001006739,0394010001006267,False
2,1118DX,0394200001005410,0394010001004993,False
1,1118EC,0394200001002053,0394010001002093,False
68,1060RT,0363200000462673,0363010000984246,False
1,2152CS,0394200000061163,0394010000286320,False
31,2131HB,0394200000022246,0394010000293167,False
16,1013BL,0363200000068901,0363010000606390,False
15,1101BA,0363200012086545,0363010012085317,False
238,1101CM,0363200012065610,0363010012065440,False
238,1101CM,0363200012065610,0363010012065440,False
16,1562AX,0479200000024826,0479010000016531,False
16,1562AX,0479200000024826,0479010000016531,False
46,1505HH,0479200000078154,0479010000077481,False
50,1118LE,0394200001002558,0394010001002598,False
19,2909LH,0502200000024250,0502010000023859,False
10,1437EN,0394200001011289,0394010001010769,False
4,2132RX,0394200000030979,0394010000305469,False
30,1118LD,0394200001002152,0394010001002192,False
193,1077AW,0363200000459614,0363010000960005,False
1,3417XT,0335200000337406,0335010000337407,False
665,1181WN,0362200000212628,0362010002212628,False
25,1118DT,0394200001002033,0394010001002073,False
57,2105MD,0397200000012487,0397010000012487,False
30,1441RG,0439200000040930,0439010000040785,False
6,1046AT,0363200000542386,0363010001172073,False
92,1433JV,0358200018934079,0358010018971541,False
12,3526XS,0344200000127308,0344010000008129,False
35,1101AE,0363200000360139,0363010000902666,False
15,1118DN,0394200001002014,0394010001002054,False
62,9731DN,0014200010796210,0014010010990851,False
60,2211TE,0576200000005692,0576010000005692,False
38,1521PS,0479200000067527,0479010000046022,False
13,1181LE,0362200000012699,0362010002012699,False
42,1121HR,0415200000002238,0415010000002256,False
70,1096AH,0363200012135368,0363010012133430,False
151,1951MB,0453200000034950,0453010001034950,False
13,1181LE,0362200000012699,0362010002012699,False
10,1733AC,0412200000577341,0412010000577342,False
20,1432JH,0358200018935245,0358010018976197,False
979,2136LL,0394200001006049,0394010001005594,False
24,1433AS,0358200022231029,0358010022231030,False
351,1432EA,0358200018935235,0358010018976157,False
48,9365PE,0025200000008087,0025010000024605,False
1136,1103JV,0363200000492165,0363010001011352,False
62,3021BP,0599200000176819,0599010000309040,False
351,1053EX,0363200000167371,0363010000706327,False
3,2132ME,0394200000032472,0394010000325708,False
106,1325EN,0034200000039196,0034010000067773,False
105,2516HA,0518200001658908,0518010001658907,False
392,3551CW,0344200000049110,0344010000045577,False
18,1472GA,0478200000000330,0478010000000326,False
152,1117BG,0394200001005991,0394010001005536,False
109,1042BB,0363200001964333,0363010001964570,False
4,2153PD,0394200001005470,0394010001005032,False
1201,1077XX,0363200012079056,0363010012078495,False
27,1431JD,0358200018928977,0358010018951157,False
600,3084CB,0599200000772236,0599010000393472,False
11,2132MT,0394200000029042,0394010000341666,False
33,3115JB,0606200000043894,0606010000043750,False
8,1437EN,0394200001011403,0394010001010882,False
14,3846AT,0243200001340299,0243010001340300,False
254,2132PZ,0394200001003254,0394010001003275,False
155,2132MX,0394200000031412,0394010000320120,False
13,1181LE,0362200000012699,0362010002012699,False
148,1111LL,0384200000006469,0384010000005250,False
42,1121HR,0415200000002238,0415010000002256,False
37,6075NL,1669200000224076,1669010000224077,False
80,1118LB,0394200001010663,0394010001010145,False
55,1456NG,0880200000000491,0880010000000844,False
10,1437EN,0394200001011289,0394010001010769,False
39,1973PA,0453200000021431,0453010001021431,False
55,1118EG,0394200001002110,0394010001002150,False
29,1161AC,0394200000011609,0394010000294691,False
87,2132HL,0394200000031221,0394010000342274,False
158,1117BG,0394200001005992,0394010001005537,False
43,3165AA,0613200000141927,0613010000141928,False
7,4191PD,0236200000024891,0236010000024911,False
45,1411PG,0425200000002828,0425010000003089,False
1,1118EC,0394200001002053,0394010001002093,False
226,1025SW,0363200000345543,0363010000887707,False
32,1171DP,0394200000015246,0394010000304497,False
6,1817MJ,0361200000201354,0361010000201316,False
213,1119PD,0394200000011786,0394010000340525,False
35,6199AM,0888200000304782,0888010000221055,False
362,2082VR,0453200000024302,0453010001024302,False
47,6105AR,1711200000020713,1711010000020713,False
121,3114GC,0606200000015141,0606010000015141,False
111,3047AT,0599200000493432,0599010000181398,False
48,2132MR,0394200000030941,0394010000334213,False
48,1014AN,0363200000397167,0363010000608433,False
57,1082SW,0363200000321979,0363010000863623,False
197,2152KL,0394200001000989,0394010001001084,False
1,2153NB,0394200001010573,0394010001010055,False
61,6811HC,0202200000302948,0202010000302949,False
5,1101EZ,0363200000384157,0363010000927610,False
5,2153PH,0394200001006716,0394010001006244,False
2,1948RG,0375200000006687,0375010000006687,False
81,3087BM,0599200000840985,0599010000434583,False
32,1119NZ,0394200000011772,0394010000325698,False
31,1118EE,0394200001002086,0394010001002126,False
871,2143CC,0394200001006728,0394010001006256,False
196,2131GP,0394200000023162,0394010000310511,False
18,1107PZ,0363200000373873,0363010000916798,False
46,1105AL,0363200001976864,0363010001977223,False
2,2132MR,0394200000029674,0394010000341789,False
255,1435CJ,0394200000020276,0394010000327033,False
149,1431VL,0358200018939909,0358010018993201,False
26,1118LB,0394200001010647,0394010001010129,False
110,1119PP,0394200000010760,0394010000340403,False
21,1014BA,0363200000158244,0363010000696496,False
300,1438AN,0394200000021885,0394010000299376,False
30,1948PV,0375200000014080,0375010000014080,False
30,1948PV,0375200000014080,0375010000014080,False
51,2135GT,0394200000048842,0394010000338490,False
14,1033NW,0363200000496870,0363010001015483,False
20,2025ZJ,0392200000031278,0392010000031278,False
2,1069CB,0363200000148301,0363010000686492,False
238,1101CM,0363200012065610,0363010012065440,False
5,2153PH,0394200001006716,0394010001006244,False
17,1187KT,0362200000003973,0362010002003973,False
13,1181LE,0362200000012699,0362010002012699,False
4,1976BR,0453200000018780,0453010001018780,False
16,1521RC,0479200000064570,0479010000068651,False
24,1945ZL,0375200000012711,0375010000012711,False
37,3207DC,0612200000008864,0612010000008471,False
139,1165MK,0393200000000639,0393010000001299,False
11,2132MT,0394200000029042,0394010000341666,False
11,2132MT,0394200000029042,0394010000341666,False
11,2132MT,0394200000029042,0394010000341666,False
10,4455TE,0654200000015100,0654010000009437,False
14,8861NV,0072200000308255,0072010000308256,False
7,9871PA,0059200000857221,0059010000857222,False
3,1951NK,0453200000000606,0453010001000606,False
37,2141XJ,0394200001004209,0394010001004074,False
94,1423CN,0451200000167828,0451010000001040,False
13,1054PP,0363200000382341,0363010000925529,False
16,1078RK,0363200000309942,0363010000851622,False
80,1047HM,0363200000541351,0363010001170398,False
21,2132JH,0394200000029370,0394010000328119,False
46,1181WB,0362200000128627,0362010002128627,False
43,1107BW,0363200000380066,0363010000923056,False
1067,1103TW,0363200000498441,0363010001025769,False
335,1963AZ,0396200000009839,0396010001009554,False
50,1118LE,0394200001002558,0394010001002598,False
22,1948RM,0375200000030568,0375010000401515,False
2,1119NL,0394200000009937,0394010000283024,False
19,3089JH,0599200001010630,0599010000486304,False
1,1044AM,0363200001964442,0363010001964642,False
30,1504NB,0479200000022281,0479010000068720,False
19,1976EC,0453200000101960,0453010003048921,False
40,1991HK,0453200000009816,0453010001009816,False
1,1119NN,0394200000010067,0394010000329355,False
12,1424LD,0451200000156228,0451010000014239,False
313,1431GB,0358200000000619,0358010018943853,False
79,1944NK,0375200000032090,0375010000403731,False
12,2151RE,0394200000058776,0394010000296242,False
14,2132KZ,0394200000030048,0394010000289720,False
266,1102CN,0363200000134704,0363010000672698,False
10,2595AA,0518200001663179,0518010001663178,False
1,1437EP,0394200001010883,0394010001010365,False
10,1525RB,0479200000029884,0479010000029845,False
175,1175KV,0394200001012923,0394010001012396,False
103,1064HM,0363200000187781,0363010000727034,False
46,1316AJ,0034200000049621,0034010000008948,False
168,1217SZ,0402200001600580,0402010001600581,False
431,1108CL,0363200000358772,0363010000901289,False
1,1046AH,0363200000435844,0363010000776597,False
19,1069KB,0363200000535496,0363010001962887,False
28,1976CB,0453200000019914,0453010001019914,False
3,3199LS,0599200100009062,0599010400008771,False
19,1187ZM,0362200000183843,0362010002183843,False
211,1118BH,0394200001009727,0394010001009220,False
115,1183EK,0362200000205601,0362010002205601,False
43,1187SG,0362200000033769,0362010002033769,False
362,2082VR,0453200000024302,0453010001024302,False
146,1051AM,0363200000081927,0363010000619631,False
262,1506GJ,0479200000044488,0479010000038338,False
