huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek
76,1541LJ,0479200000030858,0479010000070088,False
8,1505HK,0479200000084169,0479010000083432,False
34,3439JJ,0356200000034043,0356010000063700,False
17,1521NC,0479200000033844,0479010000027187,False
26,2982CM,0597200000265156,0597010000265157,True
2,1948RB,0375200000005994,0375010000005994,False
56,1521RG,0479200000074877,0479010000073885,False
49,1911AG,0450200000005412,0450010000005587,False
40,1901RV,0383200000017132,0383010001017132,False
67,1645TB,1598200000160518,1598010000003426,False
23,1041AB,0363200000493374,0363010001026691,False
83,1689AD,0405200000574850,0405010000574851,False
6,1135RD,0385200000003766,0385010000003766,False
5,1627LB,0405200000564728,0405010000564729,False
5,1131KB,0385200000013241,0385010000013241,False
10,1044AD,0363200000476421,0363010000989584,False
150,1704VX,0398200000016728,0398010000021024,False
41,1608EL,0498200000008758,0498010000004499,False
18,1687WG,0420200000010911,0420010000010541,False
27,1135KX,0385200000001090,0385010000001090,False
156,1014ZP,0363200012093223,0363010012091822,False
51,1688CL,0420200000008504,0420010000008210,False
9,1704SG,0398200000012445,0398010000007107,False
5,1447NB,0439200000011998,0439010000029044,False
65,1764KM,0366200000002922,0366010000002922,False
46,1704SB,0398200000014398,0398010000008228,False
8,4906CW,0826200000026805,0826010000026496,False
83,1814GD,0361200000016923,0361010000017044,False
300,3024EA,0599200000796176,0599010000407960,False
4,1861TM,0373200000003738,0373010000003738,False
47,1843JL,0458200000017275,0458010000012180,False
2,1731LX,0412200000578277,0412010000578278,False
41,1781AN,0400200000040587,0400010000040579,False
6,1779CK,0462200000001771,0462010000001771,False
16,1851PX,0399200000010946,0399010000010946,False
5,1862EC,0373200000006970,0373010000006970,False
22,1827RK,0361200000035340,0361010000035442,False
70,1747HE,0395200000001874,0395010000001769,False
38,1483EB,0365200000003217,0365010000003210,False
17,3232CK,0501200002012447,0501010002004729,False
11,1812PW,0361200000019295,0361010000019391,False
10,1786PP,0400200000025371,0400010000025371,False
22,1781AC,0400200000006291,0400010000006291,False
13,9979XW,1651200000034062,1651010000024065,False
19,1976EC,0453200000101960,0453010003048921,False
2,1948RK,0375200000020209,0375010000020209,False
1,1934CS,0373200000020489,0373010000020475,False
15,1731LN,0412200000580513,0412010000580514,False
339,1647MT,1598200000162711,1598010000001390,False
153,1676GK,0420200000010825,0420010000010455,False
22,1747SG,0395200000008002,0395010000007842,False
51,1689AK,0405200000599066,0405010000599067,False
48,7555GT,0164200000190770,0164010000018753,False
151,1131DH,0385200000006696,0385010000006696,False
117,1749XM,0395200000004436,0395010000002191,False
2,1633GR,1598200000153614,1598010000001739,False
49,1781AL,0400200000030709,0400010000030709,False
66,1822BZ,0361200000101106,0361010000102277,False
7,1118DT,0394200001002024,0394010001002064,False
20,1047BM,0363200000446683,0363010000688896,False
7,1812RK,0361200000067956,0361010000052161,False
3,1786PB,0400200000039541,0400010000039541,False
2,1044AL,0363200000486891,0363010001002095,False
7,1118DT,0394200001002024,0394010001002064,False
35,1102SR,0363200000513598,0363010001044339,False
22,1654JK,0420200000001259,0420010000001240,False
1,3165AA,0613200000201729,0613010000201728,False
12,1119NR,0394200000061215,0394010000301024,False
7,1689AH,0405200000564850,0405010000564851,False
4,1627LD,0405200000587528,0405010000587529,False
28,1679WE,0420200000007228,0420010000006968,False
17,1817KM,0361200000006553,0361010000006650,False
29,1901PM,0383200000007956,0383010001007956,False
168,1811CP,0361200000100407,0361010000104666,False
5,1633JA,1598200000162469,1598010000000393,False
3,1463HA,0370200000002080,0370010000001570,False
32,1616AK,0498200000003845,0498010000000579,False
47,1613EP,0532200000005478,0532010000005328,False
23,1814GS,0361200000072995,0361010000100324,False
89,1602CB,0388200000225901,0388010000225902,False
38,1118LD,0394200001002383,0394010001002423,False
13,1628XJ,0405200000602348,0405010000602349,False
9,1616GR,0498200000001940,0498010000008864,False
24,1906HD,0383200000011000,0383010001011000,False
12,1446TA,0439200000036417,0439010000011256,False
30,1732LE,0412200000581475,0412010000581476,False
33,1689AK,0405200000623276,0405010000623277,False
12,1446TA,0439200000036417,0439010000011256,False
97,1689WH,0405200000591470,0405010000591471,False
100,1047HM,0363200000486612,0363010001010010,False
12,1723AL,0416200000216433,0416010000216434,False
2,1687JB,0420200000012422,0420010000012016,False
1,4004LV,0281200000065334,0281010000066514,False
14,4191NZ,0236200000003013,0236010000003013,False
23,1715HH,0432200000009168,0432010000002889,False
30,1704XC,0398200000025203,0398010000025150,False
4,1721JA,0416200000247472,0416010000247473,False
3,8448CE,0074200000398549,0074010000398550,False
2,1827NH,0361200000009864,0361010000009968,False
5,8102PD,0177200000239383,0177010000239384,False
45,7451PH,1742200000036354,1742010000004142,False
5,7418EL,0150200000033031,0150010000037480,False
13,8102HH,0177200000249212,0177010000249213,False
63,8131PD,1773200000004802,1773010000006536,False
26,3861PG,0267200000002179,0267010000014168,False
14,3899BK,0050200000364845,0050010000364846,False
28,3849RN,0243200001371711,0243010001371712,False
29,3849RL,0243200001371713,0243010001371714,False
7,8211AA,0995200000766966,0995010000766967,False
7,4903RJ,0826200000010852,0826010000010704,False
58,3198LE,0599200100032768,0599010400031858,False
54,2681LC,1783200000043449,1783010000043449,False
16,1352CB,0034200000020251,0034010000075629,False
537,1437EG,0394200000023090,0394010000321105,False
63,8071CL,0302200000195876,0302010000000333,False
1,1437EP,0394200001010883,0394010001010365,False
9,4706PZ,1674200000074144,1674010000074144,False
14,4706PK,1674200000083841,1674010000083841,False
189,8242JD,0995200000748868,0995010000748869,False
20,3899AV,0050200000381775,0050010000381774,False
56,1352BG,0034200000016517,0034010000030048,False
58,1318BW,0034200000045559,0034010000076790,False
146,7602KE,0141200000042267,0141010000198201,False
24,2941CG,0643200002057280,0643010002050715,False
94,1131ET,0385200000004169,0385010000004169,False
17,7944CE,0119200000004327,0119010000009066,False
7,4021CL,0214200000003823,0214010000003823,False
35,1332BJ,0034200000007060,0034010000058493,False
2,4906AB,0826200000013521,0826010000013358,False
81,8243XZ,0995200000797600,0995010000797601,False
2,8321WG,0184200000005339,0184010000005716,False
18,3892AG,0050200000359879,0050010000359880,False
50,1322AS,0034200000039526,0034010000074346,False
14,3891ED,0050200000377081,0050010000377082,False
117,1338JS,0034200000040597,0034010000051312,False
20,3176PD,0613200000155177,0613010000155178,False
15,8322CV,0184200000004900,0184010000005221,False
16,8322EK,0184200000046230,0184010000007806,False
48,1119NZ,0394200000010876,0394010000313169,False
10,4906CG,0826200000027339,0826010000027014,False
2,3199LR,0599200000736126,0599010000369272,False
9,4104AC,0216200000012326,0216010000012326,False
20,3899XS,0050200000357405,0050010000357406,False
25,7942LA,0119200000016583,0119010000018123,False
14,8606JV,1900200010083286,1900010010083287,False
7,3195ND,0599200000451281,0599010000044267,False
4,8255RJ,0303200000620051,0303010000620052,False
10,8251NL,0303200000628565,0303010000628566,False
69,1335EZ,0034200000057770,0034010000005297,False
321,8239DC,0995200000756384,0995010000756385,False
43,7601PH,0141200000038875,0141010000084828,False
52,6871CL,0274200000013439,0274010000255669,False
19,3089JH,0599200001010630,0599010000486304,False
2,3831DT,0327200000277838,0327010000277839,False
16,2585JD,0518200000701049,0518010000701050,False
40,1326TS,0034200000056807,0034010000035614,False
294,6531JC,0268200000016074,0268010000071994,False
50,2967GC,0694200000001904,0694010000001383,False
2,4703RE,1674200000080838,1674010000080838,False
2,3201AX,0612200000037395,0612010000037327,False
45,3024BK,0599200000507670,0599010000210439,False
5,5861EH,0984200001143768,0984010001113768,False
23,1902SK,0383200000004994,0383010001004994,False
3,1976BV,0453200000041336,0453010001041336,False
4,4416PK,0703200000019117,0703010000036076,False
20,2993LD,0489200000255313,0489010000255314,False
352,2273RL,1916200000022303,1916010000064672,False
40,3335LR,0642200000003962,0642010000003962,False
71,1607CW,0498200000000268,0498010000006847,False
69,7451SL,1742200000034699,1742010000003821,False
20,5928LC,0983200000148702,0983010000148702,False
264,3331ML,0642200000018411,0642010000018411,False
9,1118LA,0394200001002157,0394010001002197,False
38,1118LD,0394200001002383,0394010001002423,False
300,1438AN,0394200000021885,0394010000299376,False
102,4879AT,0777200000200166,0777010000200170,False
15,3197LG,0599200000900414,0599010000460414,False
116,3012NC,0599200000515276,0599010000112713,False
10,5455GE,0815200000003828,0815010000003828,False
8,3381LN,0689200000001688,0689010000000955,False
10,2991LK,0489200000251645,0489010000251646,False
1,5707HN,0794200000049480,0794010000093635,False
1,3906AX,0345200002034289,0345010002034290,False
39,1067MG,0363200000432451,0363010000551582,False
35,3194DH,0599200000743443,0599010000374335,False
610,1069EE,0363200000179252,0363010000718346,False
13,6213JK,0935200000013496,0935010000013496,False
10,5928PN,0983200000158275,0983010000158261,False
42,7461TW,1742200000042159,1742010000012822,False
37,3089KA,0599200000178492,0599010000159928,False
18,5916PH,0983200000093272,0983010000093272,False
23,3791VE,0327200000287136,0327010000287137,False
15,3197LG,0599200000900414,0599010000460414,False
2,3165AL,0613200000152723,0613010000152724,False
83,3063NH,0599200000768143,0599020000390868,False
30,1119NZ,0394200000011771,0394010000295017,False
11,5045KV,0855200000077276,0855010000077712,False
268,3331ML,0642200000023547,0642010000023535,False
1,3207KJ,0612200000003358,0612010000003208,False
100,4381BX,0718200000012097,0718010000012026,False
36,3904HP,0345200002030506,0345010002030507,False
13,7541ZJ,0153200000305994,0153010000305995,False
6,5048CB,0855200000003635,0855010000090855,False
33,3295KG,0585200001640610,0585010001640598,False
105,1092KL,0363200000194288,0363010000733303,False
40,7825AC,0114200000379808,0114010000379809,False
625,3011XZ,0599200000217954,0599010000333557,False
3,1906XR,0383200000001337,0383010001001337,False
15,1681PG,0459200000004750,0459010000004750,False
39,3053JR,0599200000497223,0599010000152346,False
7,6191XL,0888200000033000,0888010000000126,False
48,3161KG,0613200000154905,0613010000154906,False
28,6081BL,1640200000091768,1640010000010300,False
48,6081PH,1640200000091744,1640010000009186,False
23,5321GW,0263200000105816,0263010000002372,False
74,2729AT,0637200000220668,0637010000220669,False
43,1187SG,0362200000033769,0362010002033769,False
84,3197LH,0599200000817586,0599010000420529,False
2,3016BB,0599200000404349,0599010000025500,False
56,3067MR,0599200000189862,0599010000014571,False
16,2678KB,1783200000044325,1783010000044325,False
2,6541BW,0268200000001903,0268010000066785,False
19,4301XZ,1676200000487919,1676010000487920,False
1,2761EH,1892200001079850,1892010001079849,False
592,3063KL,0599200000301093,0599010000163600,False
2,5321JJ,0263200000105300,0263010000001858,False
15,1111AZ,0384200000004120,0384010000003278,False
2,3449JA,0632200000054317,0632010000054317,False
130,3012NC,0599200000515283,0599010000112716,False
1,4941TA,0779200000004880,0779010000004880,False
35,5056DG,0855200000111976,0855010000112357,False
20,1047BM,0363200000446683,0363010000688896,False
5,4511HX,1714200000777233,1714010000777234,False
6,4202MN,0512200000020135,0512010000013735,False
6,3888MB,0200200000075733,0200010000142682,False
751,3131KX,0622200000039526,0622010000101961,False
9,4931NA,0779200000001919,0779010000001919,False
21,3011GK,0599200000323819,0599010000189194,False
60,3026TV,0599200000431072,0599010000095231,False
3,9712AC,0014200010881850,0014010011073552,False
11,4561XZ,0677200000632233,0677010000632234,False
54,2731BM,1672200000008233,1672010000007285,False
5,9738AM,0014200010888636,0014010011077561,False
2,9735AD,0014200010888607,0014010011077536,False
28,4793RV,1709200000434855,1709010000013881,False
361,3925CB,0279200000002460,0279010000002460,False
27,4707BN,1674200000023899,1674010000023899,False
8,7323HZ,0200200000014933,0200010000061842,False
22,2991LN,0489200000231149,0489010000231150,False
690,3012CN,0599200000736131,0599010000369278,False
23,2984BE,0597200000281845,0597010000281844,False
5,4254AA,0870200000039807,0870010000004602,False
1,3068GH,0599200000273669,0599010000232590,False
19,2318XJ,0546200000037479,0546010000037479,False
30,3528AE,0344200000107992,0344010000102767,False
15,2992LA,0489200000250451,0489010000250452,False
159,3072NB,0599200000222183,0599010000290529,False
9,2402WC,0484200000015804,0484010000015804,False
3,5048AS,0855200000120436,0855010000120738,False
199,1118BG,0394200001001728,0394010001001768,False
40,2152HE,0394200000061096,0394010000314901,False
137,6001AC,0988200000035423,0988010000008374,False
40,3071NB,0599200000773179,0599010000385303,False
6041,4836LA,0758200000090245,0758010000074629,False
3,3207ZE,0612200000002570,0612010000002455,False
8,9979XJ,1651200000033531,1651010000023533,False
11,3165AA,0613200000141487,0613010000141488,False
313,1431GB,0358200000000619,0358010018943853,False
5,4791VC,1709200000603802,1709010000173534,False
17,7534KE,0153200000426994,0153010000426995,False
10,3221CB,0530200002129162,0530010002089162,False
16,2717BZ,0637200000270820,0637010000270821,False
15,1183GX,0362200000033000,0362010002033000,False
271,3031BB,0599200000800522,0599010000410343,False
62,3341LJ,0531200000003557,0531010000003557,False
110,2913LV,1892200000670753,1892010000670754,False
20,1023XH,0363200000323601,0363010000865462,False
13,1161VX,0394200000014592,0394010000312583,False
55,5141ER,0867200000263480,0867010000068922,False
14,3203BK,0612200000028548,0612010000027287,False
48,8309CA,0171200000025234,0171010000025234,False
1,9693AB,1895200000020818,1895010000020752,False
36,3192WE,0599200000502085,0599010000278462,False
10,1972PW,0453200000021295,0453010001021295,False
29,3262AA,0584200001298935,0584010001287866,False
47,1432CG,0358200001218713,0358010004096948,False
10,4387AK,0718200000005553,0718010000005517,False
15,1101BA,0363200012086545,0363010012085317,False
43,5644EP,0772200000022588,0772010000716763,False
46,3194DJ,0599200000998156,0599010000475833,False
93,1042BA,0363200003695705,0363010003696136,False
10,3197KC,0599200100006415,0599010400006165,False
5,3565CH,0344200000105343,0344010000095874,False
655,2131LN,0394200000022110,0394010000280809,False
43,4691DB,0716200000765325,0716010000029199,False
8,3255XN,0580200000260262,0580010000260261,False
1,6931SG,0293200000010605,0293010000010598,False
