,HUISNR,PC
2867,76,3433DJ
2868,98,3981AS
2869,81,3958CB
2870,4,3446CC
2871,30,3528AE
2872,3,8441BH
2873,2,6131AS
2874,61,6412AA
2875,27,6221BT
2876,5,6512AA
2877,8,6041GN
2878,2,6131AS
2879,1,5913AA
2880,12,3901HA
2881,11,8271RA
2882,8,3454TT
2883,30,3403NJ
2884,213,1118AV
2885,35,3906BA
2886,8,3821BR
2887,9,3734GG
2888,31,7963RS
2889,5,3634AA
2890,90,3401NZ
2891,224,3523VR
2892,15,3904HG
2893,26,6581WZ
2894,57,3525VN
2895,7,8211AA
2896,15,3449HW
2897,4,3602AE
2898,11,3602AG
2899,40,3641RR
2900,15,4051CG
2901,10,3738DE
2902,19,3411AX
2903,8,3903CP
2904,38,3011BM
2905,766,2132NM
2906,16,4131PB
2907,2,3437VA
2908,45,1391SL
2909,313,3722XM
2910,4,5482MA
2911,12,3439LC
2912,2,3411WS
2913,19,6921RE
2914,66,3632WJ
2915,12,3953BR
2916,14,3461EA
2917,35,3454CL
2918,14,3411BP
2919,6,3411CD
2920,50,3911VE
2921,73,3411AR
2922,25,4122GJ
2923,48,3825EM
2924,21,7587RM
2925,17,4131NR
2926,32,3832RC
2927,15,7942JC
2928,4,3821AH
2929,7,5663PG
2930,51,4817BL
2931,4,3751LS
2932,43,3971MB
2933,131,3513AD
2934,76,3981VC
2935,38,3011BM
2936,16,3648NM
2937,2,3446BM
2938,25,3053JD
2939,5,9944BT
2940,5,9944BT
2941,224,3905LT
2942,4,3606AB
2943,5,3442AG
2944,5,3417EV
2945,71,3526KT
2946,369,3405CM
2947,12,3903AZ
2948,6,3971HN
2949,98,3527KR
2950,14,3905TG
2951,16,4131PB
2952,179,1101CN
2953,1,3542DW
2954,20,6199AB
2955,5,3832KP
2956,19,4561BE
2957,58,3451ZC
2958,20,4124BC
2959,8,3993DV
2960,4,5951DL
2961,111,3454EK
2962,46,3454CR
2963,22,3738CR
2964,23,1118LA
2965,63,3044CJ
2966,12,3439LC
2967,66,3972TC
2968,2,4143HM
2969,122,3405BG
2970,2,5317JX
2971,4,3447GS
2972,21,4126RT
2973,1,3402AS
2974,28,4023AB
2975,54,3971AC
2976,24,3297VA
2977,255,3523PH
2978,7,5321HH
2979,33,3534AM
2980,15,4051CG
2981,18,3515XL
2982,33,4004LK
2983,63,3947MB
2984,7,3433PH
2985,4,4126RC
2986,20,3421TV
2987,4,3621NS
2988,5,6629AM
2989,111,6657AR
2990,75,4041EA
2991,85,6658BC
2992,34,3992LS
2993,11,3704HA
2994,51,3972RK
2995,29,3903KE
2996,3,3481LK
2997,80,3931MT
2998,5,4004JM
2999,44,3927GG
3000,51,2723RB
3001,1,6612AE
3002,54,3752HC
3003,76,6824BM
3004,164,3791PM
3005,700,3083AS
3006,48,1394PC
3007,16,1394AV
3008,41,1272ER
3009,17,1216BC
3010,12,1243HV
3011,29,7325WZ
3012,23,1382LG
3013,24,3762EC
3014,16,8102CC
3015,42,3454PE
3016,11,3812PX
3017,9,3927GG
3018,76,6545AG
3019,47,6716BZ
3020,2,3927CN
3021,30,3741WD
3022,100,3765ES
3023,9,3821BN
3024,10,3897AC
3025,22,1251LL
3026,47,6716BZ
3027,38,3755BB
3028,23,1394AS
3029,23,1394AS
3030,62,3899AW
3031,21,3927GG
3032,124,1071PL
3033,9,5916PJ
3034,23,1401GC
3035,24,3762EC
3036,34,1412GP
3037,1,6211GZ
3038,163,1223JE
3039,62,3743KM
3040,11,2722NA
3041,25,1394AC
3042,10,3824MR
3043,34,1276AC
3044,20,3862JG
3045,36,1101AH
3046,1,4131PD
3047,8,3925RJ
3048,116,3953MJ
3049,42,3823GA
3050,2,4751XK
3051,90,1402NW
3052,14,3755BS
3053,47,6716BZ
3054,5,3743BK
3055,27,3861RJ
3056,1,3813EE
3057,27,1251MA
3058,72,1338CC
3059,33,3454PJ
3060,14,8231KD
3061,24,1338TK
3062,1,8255JG
3063,1,8255JG
3064,30,3861LH
3065,64,1213XE
3066,13,3812GZ
3067,39,8243PG
3068,10,1047BJ
3069,184,1506EK
3070,10,1047BJ
3071,13,1042AN
3072,77,1101CX
3073,181,2106MH
3074,4,1042AS
3075,124,1078EN
3076,183,1051LJ
3077,36,1042AA
3078,36,1042AA
3079,5,1047HN
3080,2,3161WD
3081,13,1042AN
3082,10,1044AB
3083,13,1042AN
3084,6,1118AP
3085,228,1017AK
3086,28,1044AL
3087,12,3165AD
3088,22,1013BL
3089,35,1047BP
3090,243,1118AV
3091,2,3261KN
3092,115,8254KB
3093,1,1046AW
3094,2,1185ZP
3095,3,1047BE
3096,50,1118LE
3097,64,2121VK
3098,13,1506RZ
3099,12,1079WC
3100,80,1047HM
3101,122,1022AG
3102,20,2661CP
3103,5,1101EZ
3104,18,1111VL
3105,4,1042AB
3106,100,1047HM
3107,52,2987VE
3108,2,3165AL
3109,18,1432JH
3110,4,1013BT
3111,207,1213TR
3112,12,2491BJ
3113,19,3089JH
3114,10,1044AB
3115,2,4814DB
3116,28,1191AC
3117,28,1191AC
3118,110,1112AP
3119,261,1024KM
3120,238,1101CM
3121,28,1191AC
3122,1,3161GR
3123,189,1015MA
3124,32,5222AL
3125,48,1013BM
3126,8,3016DE
3127,526,1023BX
3128,116,1051LJ
3129,1,6598MH
3130,21,5928SJ
3131,37,1119NG
3132,36,1042AA
3133,36,1042AA
3134,111,2132LS
3135,444,1017BZ
3136,80,1047HM
3137,17,1046AR
3138,80,1047HM
3139,4,1059VM
3140,110,1118AS
3141,2,5928LH
3142,36,1042AA
3143,13,3161HK
3144,12,7207GL
3145,112,1066ML
3146,249,1432CM
3147,1,1118EC
3148,50,3194AB
3149,124,1011AB
3150,4,1045AL
3151,95,1112AW
3152,8,4131NJ
3153,36,1042AA
3154,2,8411WK
3155,7,1083HJ
3156,1431,1077XX
3157,371,1508WN
3158,105,1042BB
3159,47,3115JD
3160,4,3194AB
3161,14,1422AD
3162,14,4184EW
3163,333,1077XX
3164,1,1383HT
3165,33,1625NW
3166,28,1191AC
3167,36,1042AA
3168,1,1042AA
3169,20,1327HA
3170,4,1042AS
3171,3,2408AX
3172,2,5928SJ
3173,125,1056RC
3174,1431,1077XX
3175,44,1942AR
3176,21,1014BA
3177,553,1023BS
3178,168,1013HB
3179,17,5651GG
3180,5,8028PK
3181,9,6921RG
3182,27,6422PE
3183,54,5657EB
3184,87,1541AN
3185,46,1505HH
3186,30,5341GM
3187,271,1432KB
3188,63,3088GB
3189,2,1438BB
3190,19,1033SN
3191,13,1054AH
3192,9,1101BA
3193,55,1975AG
3194,1,1972LV
3195,1,1118DT
3196,17,1948ND
3197,31,1013BE
3198,182,1118LN
3199,13,1175RB
3200,126,1077XV
3201,24,4501BD
3202,30,1948PV
3203,39,1975AG
3204,6,5657ES
3205,32,6199AD
3206,17,1437EK
3207,42,5048AZ
3208,495,3016DR
3209,15,1437EK
3210,172,1119PS
3211,313,1431GB
3212,202,1118LN
3213,2,1118DS
3214,35,1942ES
3215,6489,4836LH
3216,71,1119MD
3217,100,1781AR
3218,1,1118EA
3219,44,3165AB
3220,24,1119NL
3221,40,1118LM
3222,202,1118LN
3223,327,1171VC
3224,10,1976BV
3225,2,1118EB
3226,27,6199AC
3227,7,1437EK
3228,1,4782SM
3229,22,3044AW
3230,42,1118LB
3231,7,2153GB
3232,9,1948NP
3233,30,1948PV
3234,36,2156LE
3235,313,1431GB
3236,202,1118LN
3237,42,1118LM
3238,6,2131GK
3239,16,3089KG
3240,202,1118LN
3241,2,8171MB
3242,118,9207JD
3243,2,3045AK
3244,3,2231BZ
3245,1,1118CL
3246,26,1117BC
3247,47,1118DT
3248,1,1118LC
3249,337,7524PT
3250,5,5684PB
3251,20,5913AE
3252,39,2152CW
3253,103,2406BE
3254,18,6199AB
3255,70,3316BL
3256,45,9761TA
3257,300,1438AN
3258,2750,5657DZ
3259,27,3088EA
3260,44,1118LM
3261,202,1118LN
3262,83,3087BM
3263,300,1438AN
3264,1,7271AZ
3265,42,1012DP
3266,31,1119NT
3267,17,8932HL
3268,6,5234GM
3269,31,1118EE
3270,19,1042AC
3271,24,1119NL
3272,31,2133JN
3273,2,1118LB
3274,22,2984BT
3275,8,1119ME
3276,2,1118DS
3277,16,1047HP
3278,12,2984BT
3279,2,1103TL
3280,20,1483GB
3281,11,3165AA
3282,53,2645BS
3283,8,2111TB
3284,7,5928PE
3285,101,1118DP
3286,111,2132LS
3287,27,6191NC
3288,4,9301ZS
3289,32,7327AC
3290,18,3542AV
3291,78,1118LB
3292,11,3165AA
3293,43,2101JB
3294,1,2153PL
3295,90,3012KM
3296,79,1171GJ
3297,38,1118LD
3298,17,1171WN
3299,303,1171VC
3300,8,4131NJ
3301,11,1119NT
3302,25,1118DT
3303,17,1948ND
3304,219,1438BG
3305,11,3195ND
3306,10,3088EB
3307,3,2153PH
3308,250,1101BV
3309,1,1118EC
3310,235,2135JZ
3311,50,2153PL
3312,2,2134XN
3313,223,1438BG
3314,10,1681NN
3315,34,2211JT
3316,3,1971KM
3317,50,1118LE
3318,2,2993LE
3319,1,1437EL
3320,23,1911MP
3321,7,1948AB
3322,1,1851EE
3323,10,4455TE
3324,19,3089JH
3325,3,1951NK
3326,4,1976CB
3327,5,3199LS
3328,250,3088GD
3329,4,1118DS
3330,469,2685DE
3331,90,6199AD
3332,11,6045GX
3333,57,5657EA
3334,8,5928LR
3335,3,6075NL
3336,6,6045JL
3337,45,1119NK
3338,158,3194AM
3339,9,5928LH
3340,22,5928LE
3341,48,5928SC
3342,28,5928LE
3343,1,6045GW
3344,26,5928LE
3345,5,6075NL
3346,12,1118LB
3347,34,1118LM
3348,1,1566AW
3349,365,1437CG
3350,273,1435CJ
3351,1,1118CL
3352,30,1118LD
3353,5,5753RL
3354,87,1161BW
3355,35,6191SB
3356,1,1175RB
3357,685,1435BZ
3358,34,2041CZ
3359,50,2153PL
3360,8,1118EE
3361,205,1973BD
3362,34,1262AC
3363,1,1951NH
3364,50,9521AT
3365,35,2191AC
3366,7,1119NN
3367,42,1121MB
3368,343,1118DZ
3369,365,1437CG
3370,365,1437CG
3371,155,2033WK
3372,190,2132PZ
3373,12,5657EN
3374,2,1976BS
3375,27,1118CB
3376,19,1433NC
3377,766,2132NM
3378,30,1119PV
3379,72,3197LH
3380,213,1119PD
3381,4,4782PP
3382,31,2131HB
3383,17,2161LE
3384,16,1976AC
3385,100,1047HM
3386,313,1431GB
3387,9,1438BA
3388,3,3208LA
3389,50,2153PL
3390,300,1438AN
3391,401,1117BM
3392,2,6902KG
3393,57,2391AB
3394,34,1943DE
3395,150,5026RH
3396,585,2132NA
3397,20,2132MR
3398,17,2161LE
3399,18,2992LA
3400,152,3522JB
3401,80,1047HM
3402,58,1402NV
3403,20,1047BM
3404,10,1044AE
3405,91,1435CH
3406,2,1948RG
3407,19,2675AM
3408,248,2132BH
3409,31,1541GH
3410,83,3087BM
3411,15,1019BT
3412,19,1096CJ
3413,21,1118CB
3414,11,2311GN
3415,24,4612RC
3416,79,1213TM
3417,2,3905NN
3418,27,1019BR
3419,15,1014AR
3420,17,1432JH
3421,38,1118LD
3422,9,1391JP
3423,460,1072MG
3424,4,1181VX
3425,22,1948RH
3426,30,5271RS
3427,73,1462HD
3428,105,1119PA
3429,38,1118LD
3430,6,8771KE
3431,1,1118CL
3432,2,2131HG
3433,313,1431GB
3434,7,1437EK
3435,56,1061WB
3436,365,1437CG
3437,61,1067JB
3438,12,2132VZ
3439,80,1047HM
3440,40,6681LN
3441,2650,1967DD
3442,7,2153GB
3443,38,2024RV
3444,130,1057BH
3445,42,1326MB
3446,40,1103GH
3447,28,2131HC
3448,152,1438AX
3449,107,1111GM
3450,24,1187VX
3451,709,1115TT
3452,33,1324KC
3453,5,4631SM
3454,35,3197KM
3455,2,1437EL
3456,50,3194AG
3457,164,9541LE
3458,10,1044AB
3459,268,2032EK
3460,212,1975BJ
3461,204,1186RL
3462,24,1121DJ
3463,2,1047HS
3464,96,2135VA
3465,36,1042AA
3466,14,1046AG
3467,31,1043BK
3468,52,1721AL
3469,85,1043AM
3470,39,1047HJ
3471,2,1047BJ
3472,14,1047BE
3473,152,1438AX
3474,20,1948AP
3475,152,1438AX
3476,1,4927RL
3477,63,1119MD
3478,120,1043EJ
3479,37,1014BA
3480,9,1566JN
3481,5,1118LM
3482,1,5321JA
3483,101,7322BC
3484,1,2153NB
3485,17,1432JH
3486,26,2132MS
3487,333,1077XX
3488,333,1077XX
3489,333,1077XX
3490,333,1077XX
3491,333,1077XX
3492,29,1094EA
3493,61,2132PX
3494,57,1431GD
3495,36,1521PS
3496,34,1424LE
3497,12,9747AN
3498,33,5651GK
3499,313,1431GB
3500,24,3088KA
3501,300,1438AN
3502,87,1121JA
3503,1,3161GR
3504,56,1118LB
3505,1,3161GR
3506,608,1437EJ
3507,2,1118DX
3508,1,1118EC
3509,68,1060RT
3510,1,2152CS
3511,31,2131HB
3512,16,1013BL
3513,15,1101BA
3514,238,1101CM
3515,238,1101CM
3516,16,1562AX
3517,16,1562AX
3518,46,1505HH
3519,50,1118LE
3520,19,2909LH
3521,10,1437EN
3522,901,1077XX
3523,4,2132RX
3524,30,1118LD
3525,193,1077AW
3526,1,3417XT
3527,665,1181WN
3528,25,1118DT
3529,57,2105MD
3530,30,1441RG
3531,6,1046AT
3532,92,1433JV
3533,12,3526XS
3534,35,1101AE
3535,15,1118DN
3536,62,9731DN
3537,60,2211TE
3538,38,1521PS
3539,13,1181LE
3540,42,1121HR
3541,70,1096AH
3542,151,1951MB
3543,13,1181LE
3544,10,1733AC
3545,20,1432JH
3546,979,2136LL
3547,24,1433AS
3548,351,1432EA
3549,48,9365PE
3550,1136,1103JV
3551,62,3021BP
3552,351,1053EX
3553,3,2132ME
3554,106,1325EN
3555,105,2516HA
3556,392,3551CW
3557,18,1472GA
3558,152,1117BG
3559,109,1042BB
3560,4,2153PD
3561,1201,1077XX
3562,27,1431JD
3563,600,3084CB
3564,11,2132MT
3565,33,3115JB
3566,8,1437EN
3567,14,3846AT
3568,254,2132PZ
3569,155,2132MX
3570,13,1181LE
3571,148,1111LL
3572,42,1121HR
3573,37,6075NL
3574,80,1118LB
3575,55,1456NG
3576,10,1437EN
3577,39,1973PA
3578,55,1118EG
3579,29,1161AC
3580,87,2132HL
3581,158,1117BG
3582,43,3165AA
3583,7,4191PD
3584,45,1411PG
3585,1,1118EC
3586,226,1025SW
3587,32,1171DP
3588,6,1817MJ
3589,213,1119PD
3590,35,6199AM
3591,362,2082VR
3592,47,6105AR
3593,121,3114GC
3594,111,3047AT
3595,48,2132MR
3596,48,1014AN
3597,57,1082SW
3598,197,2152KL
3599,1,2153NB
3600,61,6811HC
3601,5,1101EZ
3602,5,2153PH
3603,2,1948RG
3604,81,3087BM
3605,32,1119NZ
3606,31,1118EE
3607,871,2143CC
3608,196,2131GP
3609,18,1107PZ
3610,46,1105AL
3611,2,2132MR
3612,255,1435CJ
3613,149,1431VL
3614,26,1118LB
3615,110,1119PP
3616,21,1014BA
3617,300,1438AN
3618,46,3047AC
3619,30,1948PV
3620,30,1948PV
3621,51,2135GT
3622,14,1033NW
3623,20,2025ZJ
3624,2,1069CB
3625,238,1101CM
3626,5,2153PH
3627,17,1187KT
3628,13,1181LE
3629,4,1976BR
3630,16,1521RC
3631,24,1945ZL
3632,37,3207DC
3633,139,1165MK
3634,11,2132MT
3635,11,2132MT
3636,11,2132MT
3637,10,4455TE
3638,14,8861NV
3639,7,9871PA
3640,3,1951NK
3641,37,2141XJ
3642,94,1423CN
3643,13,1054PP
3644,16,1078RK
3645,80,1047HM
3646,21,2132JH
3647,46,1181WB
3648,43,1107BW
3649,1067,1103TW
3650,335,1963AZ
3651,50,1118LE
3652,22,1948RM
3653,2,1119NL
3654,19,3089JH
3655,1,1044AM
3656,30,1504NB
3657,1,1696AJ
3658,19,1976EC
3659,40,1991HK
3660,1,1119NN
3661,12,1424LD
3662,313,1431GB
3663,79,1944NK
3664,12,2151RE
3665,14,2132KZ
3666,266,1102CN
3667,10,2595AA
3668,1,1437EP
3669,10,1525RB
3670,175,1175KV
3671,103,1064HM
3672,46,1316AJ
3673,168,1217SZ
3674,431,1108CL
3675,1,1046AH
3676,19,1069KB
3677,28,1976CB
3678,3,3199LS
3679,19,1187ZM
3680,211,1118BH
3681,115,1183EK
3682,43,1187SG
3683,362,2082VR
3684,146,1051AM
3685,262,1506GJ
3686,76,1541LJ
3687,8,1505HK
3688,4,3196KG
3689,34,3439JJ
3690,17,1521NC
3691,26,2982CM
3692,2,1948RB
3693,56,1521RG
3694,49,1911AG
3695,40,1901RV
3696,67,1645TB
3697,23,1041AB
3698,83,1689AD
3699,6,1135RD
3700,5,1627LB
3701,5,1131KB
3702,10,1044AD
3703,150,1704VX
3704,41,1608EL
3705,18,1687WG
3706,27,1135KX
3707,156,1014ZP
3708,51,1688CL
3709,9,1704SG
3710,5,1447NB
3711,65,1764KM
3712,46,1704SB
3713,8,4906CW
3714,83,1814GD
3715,300,3024EA
3716,4,1861TM
3717,47,1843JL
3718,2,1731LX
3719,41,1781AN
3720,6,1779CK
3721,16,1851PX
3722,5,1862EC
3723,22,1827RK
3724,70,1747HE
3725,38,1483EB
3726,17,3232CK
3727,11,1812PW
3728,10,1786PP
3729,22,1781AC
3730,13,9979XW
3731,19,1976EC
3732,2,1948RK
3733,1,1934CS
3734,15,1731LN
3735,339,1647MT
3736,153,1676GK
3737,22,1747SG
3738,51,1689AK
3739,48,7555GT
3740,151,1131DH
3741,117,1749XM
3742,2,1633GR
3743,49,1781AL
3744,66,1822BZ
3745,7,1118DT
3746,20,1047BM
3747,7,1812RK
3748,3,1786PB
3749,2,1044AL
3750,7,1118DT
3751,35,1102SR
3752,22,1654JK
3753,1,3165AA
3754,12,1119NR
3755,7,1689AH
3756,4,1627LD
3757,28,1679WE
3758,17,1817KM
3759,29,1901PM
3760,168,1811CP
3761,5,1633JA
3762,3,1463HA
3763,32,1616AK
3764,47,1613EP
3765,23,1814GS
3766,89,1602CB
3767,38,1118LD
3768,13,1628XJ
3769,9,1616GR
3770,24,1906HD
3771,12,1446TA
3772,30,1732LE
3773,33,1689AK
3774,12,1446TA
3775,97,1689WH
3776,100,1047HM
3777,12,1723AL
3778,2,1687JB
3779,1,4004LV
3780,14,4191NZ
3781,23,1715HH
3782,30,1704XC
3783,4,1721JA
3784,3,8448CE
3785,2,1827NH
3786,5,8102PD
3787,45,7451PH
3788,5,7418EL
3789,13,8102HH
3790,63,8131PD
3791,26,3861PG
3792,14,3899BK
3793,28,3849RN
3794,29,3849RL
3795,7,8211AA
3796,7,4903RJ
3797,58,3198LE
3798,54,2681LC
3799,16,1352CB
3800,537,1437EG
3801,63,8071CL
3802,1,1437EP
3803,9,4706PZ
3804,14,4706PK
3805,189,8242JD
3806,20,3899AV
3807,56,1352BG
3808,58,1318BW
3809,146,7602KE
3810,24,2941CG
3811,94,1131ET
3812,17,7944CE
3813,7,4021CL
3814,35,1332BJ
3815,2,4906AB
3816,81,8243XZ
3817,2,8321WG
3818,18,3892AG
3819,50,1322AS
3820,14,3891ED
3821,117,1338JS
3822,20,3176PD
3823,15,8322CV
3824,16,8322EK
3825,48,1119NZ
3826,10,4906CG
3827,2,3199LR
3828,9,4104AC
3829,20,3899XS
3830,25,7942LA
3831,14,8606JV
3832,7,3195ND
3833,4,8255RJ
3834,10,8251NL
3835,69,1335EZ
3836,321,8239DC
3837,43,7601PH
3838,52,6871CL
3839,19,3089JH
3840,2,3831DT
3841,16,2585JD
3842,40,1326TS
3843,294,6531JC
3844,50,2967GC
3845,2,4703RE
3846,2,3201AX
3847,45,3024BK
3848,5,5861EH
3849,23,1902SK
3850,3,1976BV
3851,4,4416PK
3852,20,2993LD
3853,352,2273RL
3854,40,3335LR
3855,71,1607CW
3856,69,7451SL
3857,20,5928LC
3858,264,3331ML
3859,9,1118LA
3860,38,1118LD
3861,300,1438AN
3862,41,3088GB
3863,102,4879AT
3864,15,3197LG
3865,116,3012NC
3866,10,5455GE
3867,8,3381LN
3868,10,2991LK
3869,1,5707HN
3870,1,3906AX
3871,39,1067MG
3872,35,3194DH
3873,610,1069EE
3874,13,6213JK
3875,10,5928PN
3876,42,7461TW
3877,37,3089KA
3878,18,5916PH
3879,23,3791VE
3880,15,3197LG
3881,2,3165AL
3882,83,3063NH
3883,30,1119NZ
3884,11,5045KV
3885,268,3331ML
3886,1,3207KJ
3887,100,4381BX
3888,36,3904HP
3889,13,7541ZJ
3890,6,5048CB
3891,33,3295KG
3892,105,1092KL
3893,40,7825AC
3894,625,3011XZ
3895,3,1906XR
3896,15,1681PG
3897,39,3053JR
3898,7,6191XL
3899,48,3161KG
3900,28,6081BL
3901,48,6081PH
3902,23,5321GW
3903,74,2729AT
3904,43,1187SG
3905,84,3197LH
3906,2,3016BB
3907,56,3067MR
3908,16,2678KB
3909,2,6541BW
3910,19,4301XZ
3911,1,2761EH
3912,592,3063KL
3913,2,5321JJ
3914,15,1111AZ
3915,2,3449JA
3916,130,3012NC
3917,1,4941TA
3918,35,5056DG
3919,20,1047BM
3920,5,4511HX
3921,6,4202MN
3922,6,3888MB
3923,751,3131KX
3924,9,4931NA
3925,21,3011GK
3926,60,3026TV
3927,28,3077AL
3928,3,9712AC
3929,11,4561XZ
3930,54,2731BM
3931,5,9738AM
3932,2,9735AD
3933,28,4793RV
3934,361,3925CB
3935,27,4707BN
3936,8,7323HZ
3937,22,2991LN
3938,690,3012CN
3939,23,2984BE
3940,5,4254AA
3941,1,3068GH
3942,19,2318XJ
3943,30,3528AE
3944,15,2992LA
3945,159,3072NB
3946,9,2402WC
3947,3,5048AS
3948,199,1118BG
3949,40,2152HE
3950,137,6001AC
3951,40,3071NB
3952,6041,4836LA
3953,20,2665MT
3954,3,3207ZE
3955,8,9979XJ
3956,11,3165AA
3957,313,1431GB
3958,5,4791VC
3959,1,1696AJ
3960,17,7534KE
3961,10,3221CB
3962,16,2717BZ
3963,15,1183GX
3964,271,3031BB
3965,62,3341LJ
3966,110,2913LV
3967,20,1023XH
3968,13,1161VX
3969,55,5141ER
3970,14,3203BK
3971,48,8309CA
3972,1,9693AB
3973,103,2801KG
3974,36,3192WE
3975,10,1972PW
3976,29,3262AA
3977,47,1432CG
3978,10,4387AK
3979,15,1101BA
3980,43,5644EP
3981,46,3194DJ
3982,93,1042BA
3983,10,3197KC
3984,5,3565CH
3985,655,2131LN
3986,43,4691DB
3987,8,3255XN
3988,1,6931SG
3989,8,5014SJ
3990,7,3433PH
3991,6475,4836LH
3992,6475,4836LH
3993,154,4624XN
3994,5,6905BH
3995,51,1741BV
3996,1126,1967DA
3997,13,1437EK
3998,111,2132LS
3999,18,8914AS
4000,41,3088GB
4001,82,2992XC
4002,36,3181VC
4003,91,4611WJ
4004,15,3461HW
4005,58,1075TH
4006,648,3071AB
4007,574,1017CJ
4008,5,1422XS
4009,29,2132MT
4010,121,2903PD
4011,74,9672BH
4012,2,3016BB
4013,23,1432PN
4014,29,3417BP
4015,13,4614RX
4016,58,3221AK
4017,63,6584AG
4018,81,2901JB
4019,4,6411KS
4020,2,3016BB
4021,7,3047AN
4022,38,4611AJ
4023,26,6604BV
4024,36,3363EL
4025,466,3331LK
4026,90,5684NL
4027,1,3334KE
4028,52,2987VE
4029,112,5705CL
4030,107,3194DC
4031,7,3161GR
4032,105,3088GC
4033,46,3077AW
4034,351,2922BK
4035,2,4814DB
4036,17,2908LJ
4037,22,3133KS
4038,13,1814GA
4039,20,2514JK
4040,2,4814DB
4041,34,6363BV
4042,16,3299XB
4043,30,1191KV
4044,17,2497AM
4045,56,2909PN
4046,149,3271KB
4047,25,3133KJ
4048,1,1118CL
4049,55,1975AG
4050,6,6065BP
4051,36,1185BH
4052,30,4611BZ
4053,33,3073DL
4054,51,4797HJ
4055,136,3133EA
4056,9,3208KJ
4057,63,2211WH
4058,30,5347KG
4059,1,2665NP
4060,413,2592RM
4061,28,5344AK
4062,132,3194AM
4063,10,2153GB
4064,52,2132MR
4065,12,4251EN
4066,79,7451PH
4067,79,7451PH
4068,4,9934GD
4069,41,3194AA
4070,65,1221JZ
4071,16,2994LD
4072,3,9712AC
4073,21,3069WH
4074,67,1103MB
4075,22,6533SH
4076,28,3291CE
4077,15,3199LK
4078,8,1118DX
4079,110,4879AZ
4080,4,9351ZR
4081,235,8459BN
4082,51,7547SN
4083,751,3131KX
4084,8,1437EN
4085,14,5644NK
4086,100,3316AZ
4087,31,2131HB
4088,9,3161KT
4089,595,2741PT
4090,28,2132MR
4091,16,3125BN
4092,7,3161GR
4093,88,1507DH
4094,4020,6604LW
4095,97,1191EA
4096,16,5048AH
4097,47,1271BG
4098,93,1106HC
4099,34,9641HV
4100,34,6641KZ
4101,13,3274KK
4102,4,6181DN
4103,83,4651CC
4104,34,3311LR
4105,231,9205AL
4106,12,1118CL
4107,11,1541AA
4108,95,3072AP
4109,21,6281ND
4110,20,5617BC
4111,160,2593VP
4112,26,5528NB
4113,16,8331TK
4114,37,8239DK
4115,218,4707AT
4116,40,7532RB
4117,281,3931ER
4118,8,3016DE
4119,200,1097JB
4120,4,3421BJ
4121,1007,1077XX
4122,613,3024EP
4123,6,3525EM
4124,28,5541BC
4125,14,1339NB
4126,5,9934AR
4127,24,2991ZA
4128,7,1118EE
4129,50,1118LE
4130,50,1118LE
4131,29,8251PP
4132,94,5751HH
4133,19,2909LH
4134,10,1437EN
4135,14,6051EC
4136,3,1115BJ
4137,141,1079JE
4138,43,5657EA
4139,40,2132MR
4140,4,3208LC
4141,77,5121JB
4142,17,3113AP
4143,2,4814DB
4144,6,4061BH
4145,39,8013AB
4146,52,7963BZ
4147,61,2152EX
4148,29,3851SL
4149,58,2991LK
4150,45,4901VA
4151,4,2465BX
4152,30,3199LB
4153,49,9625PA
4154,206,3067GJ
4155,6505,4836LD
4156,14,8304AW
4157,20,1822BS
4158,104,5701GV
4159,86,2992XC
4160,8,3016DE
4161,31,1118DT
4162,1,4811CA
4163,27,2531VC
4164,17,4538BL
4165,50,2153PL
4166,32,6666HP
4167,50,3194AB
4168,1,2952DA
4169,6,3124SG
4170,262,2525ZH
4171,13,4904MB
4172,19,1607ML
4173,700,3083AS
4174,700,3083AS
4175,2527,6604LM
4176,20,1119NR
4177,20,2984AT
4178,2,4143HM
4179,117,2515BL
4180,51,2908KB
4181,39,3274LN
4182,83,3355EB
4183,33,9861AW
4184,2,1118DS
4185,10,4251NS
4186,17,1483BV
4187,72,2671JR
4188,91,4875AJ
4189,91,1561DG
4190,2,3208KH
4191,78,1503CA
4192,3,1211JT
4193,38,1118LD
4194,7,1118LP
4195,146,2691BN
4196,62,3089KR
4197,365,1437CG
4198,63,3088GB
4199,28,3542EE
4200,44,7576EE
4201,7,2871RK
4202,342,3142LM
4203,81,1441RS
4204,25,6902BB
4205,52,2991VD
4206,55,8484KG
4207,74,4024HJ
4208,31,3372BE
4209,8,5047RC
4210,18,3013AP
4211,1,8939CJ
4212,119,7514DP
4213,132,5928RH
4214,17,3711DA
4215,72,3731EJ
4216,20,3356LK
4217,137,1018RG
4218,87,2316ZL
4219,12,1446TA
4220,366,2983GR
4221,333,1077XX
4222,10,1013BJ
4223,13,3251NG
4224,10,2717BP
4225,5,5993XV
4226,37,3087AD
4227,16,2584TX
4228,15,7587RL
4229,10,1241BK
4230,95,3067GC
4231,95,3067GC
4232,19,3281NE
4233,13,4284XA
4234,7,4436RT
4235,28,2025RJ
4236,57,8075PB
4237,46,3316BP
4238,52,6903TE
4239,20,4907PP
4240,10,2172BW
4241,129,1091GL
4242,3,7711ES
4243,89,2516HA
4244,1,1046BM
4245,3,2584HW
4246,200,3084CB
4247,8,2548VM
4248,102,3111PX
4249,36,1042AA
4250,36,1042AA
