kvknr,reg_date,emp_class
34294835,14-02-2008,04
34295525,22-02-2008,02
34295788,26-02-2008,03
34297498,18-03-2008,04
34298780,03-04-2008,03
34299160,08-04-2008,05
34300347,23-04-2008,01
34300916,02-05-2008,06
34300962,02-05-2008,01
34301608,15-05-2008,01
34302565,26-05-2008,02
34303028,29-05-2008,06
34305527,30-06-2008,04
34305626,30-06-2008,02
34306366,09-07-2008,01
34307079,21-07-2008,03
34309320,20-08-2008,02
34310074,28-08-2008,01
34310958,08-09-2008,01
34311369,11-09-2008,05
34313792,08-10-2008,02
34317036,29-01-2016,03
34322953,15-01-2009,06
34324309,28-01-2009,02
34324351,28-06-2013,02
34324359,28-06-2013,02
34327462,05-11-2015,01
34327466,01-05-2014,05
34327478,18-02-2009,07
34328027,23-02-2009,02
34329082,03-03-2009,02
34330101,10-03-2009,02
34331378,19-03-2009,02
34332039,25-03-2009,02
34334779,15-04-2009,05
34338421,12-05-2009,02
34338469,13-05-2009,02
34339170,15-05-2009,02
34341932,04-06-2009,04
34344294,18-06-2009,02
34349019,15-07-2009,05
34350308,22-07-2009,02
34351382,20-10-2011,02
34352517,24-11-2017,01
34353037,07-08-2009,03
34358410,23-09-2009,02
34359094,29-09-2009,05
34359378,01-10-2009,02
34359573,02-10-2009,03
34359730,05-10-2009,02
34360314,08-10-2009,02
34360534,09-10-2009,01
34362025,21-10-2009,03
34362603,20-09-2018,02
34363515,03-11-2009,06
34363924,05-11-2009,06
34367001,26-11-2009,04
34371678,27-09-2012,02
34372757,15-07-2010,07
34372832,04-01-2010,02
34374404,08-01-2010,02
34374641,11-01-2010,03
34378153,29-01-2010,05
34385415,12-03-2010,04
34385750,16-03-2010,01
34386210,19-03-2010,02
34387290,26-03-2010,01
34389223,09-04-2010,03
34392245,29-04-2010,03
35003692,31-01-1991,03
35008749,"ull,""emplo",01
35016244,01-02-1982,05
35020963,22-11-1999,06
35020988,01-02-1990,08
35026479,18-08-1995,03
35027435,27-02-2004,01
35029609,05-05-1998,03
35030104,17-11-1998,04
35030655,28-05-1999,04
36010565,01-10-1998,01
36011569,21-09-1995,01
36021814,06-03-2017,04
36023669,21-09-1995,03
36025741,21-09-1995,02
36031262,09-12-2005,05
36034526,21-09-1995,03
36037026,23-09-1998,06
36038199,21-09-1995,03
36038272,21-09-1995,03
36041288,10-10-2008,02
36043711,25-09-1995,05
36043926,12-02-2004,02
36047706,04-03-1996,05
36049580,30-12-1996,02
36052611,08-04-1998,02
37010400,16-04-1957,06
37042708,"ull,""emplo",05
37045236,08-12-2006,01
37049469,08-12-1986,03
37053270,03-12-2001,07
37053606,08-07-1988,02
37057973,06-04-1998,02
37058321,28-08-1989,02
37060260,01-08-1990,08
37063104,16-12-1991,03
37067864,01-11-1993,03
37068823,22-02-1994,02
37069812,28-06-1994,03
37071271,16-01-1995,02
37075256,19-04-1996,01
37076849,29-04-2009,01
37078200,10-04-1997,01
37078316,24-04-1997,05
37079050,01-08-1997,04
37080608,27-02-1998,03
37083767,13-03-2003,02
37083833,01-03-1999,02
37084432,26-08-2010,02
37085337,17-06-1999,06
37085551,13-08-2019,02
37087840,28-12-1999,04
37089377,15-03-2000,01
37090579,24-05-2000,02
37092357,26-09-2000,04
37094724,15-02-2001,03
37097702,30-09-2004,03
37102646,04-06-2003,03
37106859,08-05-2003,03
37107302,11-06-2003,07
37108027,06-05-2014,01
37108347,01-04-2005,05
37110048,24-01-2018,02
37110577,03-02-2004,02
37113769,30-10-2014,06
37114675,25-10-2004,03
37116549,26-01-2005,03
37116673,02-02-2005,02
37118053,18-04-2005,02
37118957,07-06-2005,02
37119314,09-03-2017,02
37121192,26-10-2005,02
37123484,13-02-2006,01
37124511,"ull,""emplo",02
37126508,13-07-2006,02
37131464,06-03-2007,02
37131720,16-03-2007,03
37133081,10-07-2007,02
37133222,24-05-2007,03
37133723,11-06-2007,03
37136544,22-10-2007,02
37138727,18-01-2008,02
37139143,01-02-2008,02
37139253,19-02-2013,01
37143115,21-07-2008,03
37143900,26-08-2008,03
37146117,16-10-2018,02
37146282,02-12-2008,02
37147525,13-01-2009,01
37148476,13-02-2009,03
37156940,08-05-2013,02
37158627,07-12-2009,02
37158768,03-08-2017,05
37163584,13-04-2010,02
38014853,02-12-1974,07
38016176,02-01-1980,09
38016380,07-10-1980,03
38019263,05-01-1989,06
38022528,13-10-1994,02
39051931,14-02-1992,01
39051932,14-02-1992,01
39051933,20-08-2013,01
39051934,14-11-2016,01
39054591,09-06-1993,05
39055615,30-07-2015,06
39056156,23-09-2008,01
39057285,27-07-1994,02
39057508,10-02-2010,06
39059839,,
39060605,13-05-2009,01
39061948,05-04-1996,01
39062604,17-07-1996,03
39063958,23-01-1997,02
39065570,28-07-2015,03
39065774,20-06-2003,03
39066095,17-03-2005,01
39069149,20-06-2016,02
39070405,20-10-2008,02
39070535,17-01-2008,02
39072343,07-03-2000,03
39072584,05-04-2016,06
39072756,21-04-2000,01
39072854,02-05-2000,03
39073854,29-08-2000,02
39074571,,
39077544,,
39081404,30-12-2002,02
39081473,01-07-2019,01
39084893,23-01-2004,02
39085770,08-04-2004,03
39085937,19-04-2005,06
39086540,05-01-2010,05
39088659,24-01-2005,06
39089666,02-02-2007,03
39090499,23-06-2005,01
39091925,31-10-2005,01
39093282,16-02-2006,02
39099445,05-06-2007,03
41031173,"ull,""emplo",01
41050537,26-06-1989,01
41133541,"ull,""emplo",04
41185041,"ull,""emplo",01
41186863,"ull,""emplo",02
41205451,12-05-1986,01
50024086,27-05-2010,02
50048694,31-05-2010,05
50072315,02-06-2010,03
50083651,02-06-2010,04
50090380,03-06-2010,03
50114441,07-06-2010,03
50124870,07-06-2010,02
50128701,08-06-2010,03
50140531,09-06-2010,02
50177230,14-06-2010,05
50191292,15-06-2010,02
50205641,17-06-2010,02
50228250,21-06-2010,02
50267787,25-06-2010,03
50280597,24-05-2016,03
50350420,07-07-2010,02
50369733,09-07-2010,04
50378074,12-07-2010,03
50395173,14-07-2010,06
50395882,14-12-2017,02
50429914,21-07-2010,02
50485601,28-07-2010,06
50486594,28-07-2010,02
50489828,14-02-2019,05
50502239,09-08-2012,03
50524399,04-08-2010,02
50546333,06-08-2010,02
50559974,09-08-2010,02
50595911,16-08-2010,02
50601644,19-09-2017,03
50625519,19-08-2010,03
50626469,19-08-2010,03
50639595,20-08-2010,05
50654292,24-08-2010,02
50655485,24-08-2010,03
50674994,26-08-2010,02
50683306,27-08-2010,03
50702459,01-02-2017,01
50703315,30-08-2010,01
50724495,09-05-2011,04
50724851,01-09-2010,02
50764454,07-09-2010,04
50787411,09-09-2010,03
50805940,13-09-2010,03
50818295,15-09-2010,02
50824945,15-09-2010,04
50835084,16-09-2010,01
50835572,16-09-2010,03
50852507,18-12-2019,02
50901001,27-09-2010,01
50912917,11-12-2012,01
50916432,28-09-2010,02
50969838,04-10-2010,01
50979507,05-10-2010,03
50995677,07-10-2010,02
51011131,08-10-2010,03
51011204,28-04-2016,04
51035006,12-10-2010,04
51043734,13-10-2010,02
51082667,27-11-2013,03
51101645,21-10-2010,05
51101726,21-10-2010,01
51161982,29-10-2010,03
51223201,11-03-2019,02
51262754,15-12-2010,01
51267128,12-11-2010,04
51270706,15-11-2010,01
51281333,16-11-2010,02
51292319,15-06-2016,02
51316676,20-09-2011,03
51320835,29-08-2019,03
51328593,23-11-2010,04
51343967,24-11-2010,01
51367955,29-11-2010,02
51381486,30-11-2010,05
51395959,02-12-2010,02
51406993,03-12-2010,01
51416441,05-01-2016,03
51420465,07-12-2010,02
51423383,07-12-2010,04
51430630,08-12-2010,03
51456575,14-12-2010,02
51471736,16-12-2010,01
51483122,14-11-2014,02
51489694,20-12-2010,04
51493179,21-12-2010,03
51500612,24-06-2019,02
51510731,23-12-2010,01
51513250,18-10-2017,01
51519216,04-01-2017,02
51521318,27-12-2010,02
51524864,27-12-2010,02
51541297,27-12-2010,03
51558335,28-12-2010,01
51582309,28-12-2010,03
51604833,30-12-2010,02
51605295,30-12-2010,03
51613921,30-12-2010,02
51619040,,
51626306,31-12-2010,01
51628414,03-01-2011,02
51629488,03-01-2011,03
51652846,04-01-2011,03
51680904,12-01-2012,07
51696282,06-01-2011,02
51705958,16-02-2011,06
51746220,11-01-2011,01
51760606,12-01-2011,01
51774682,13-01-2011,01
51790238,14-01-2011,03
51817608,18-01-2011,01
51827166,19-01-2011,01
51834979,20-01-2011,05
51859211,04-01-2017,02
51866889,24-11-2017,06
51895811,27-01-2011,03
51908840,28-01-2011,01
51911299,28-01-2011,02
51934523,01-02-2011,03
51946033,02-02-2011,02
51947145,02-02-2011,02
51986760,07-02-2011,02
52005127,,
52030334,11-02-2011,03
52038831,14-02-2011,02
52047237,15-02-2011,03
52069044,17-02-2011,03
52072185,07-03-2017,02
52087506,18-02-2011,02
52094456,21-02-2011,02
52094626,21-02-2011,02
52108856,22-02-2011,01
52117782,23-02-2011,01
52126218,02-01-2018,01
52128660,24-02-2011,02
52159809,28-02-2011,04
52177467,02-03-2011,01
52199290,04-03-2011,03
52248925,11-03-2011,02
52281280,16-03-2011,02
52313530,21-03-2011,02
52317129,21-03-2011,01
52403637,30-03-2011,02
52408817,31-03-2011,05
52412369,31-03-2011,01
52412741,31-03-2011,03
52427218,01-04-2011,03
52447189,05-04-2011,02
52447421,05-04-2011,02
52503208,12-04-2011,04
52524574,14-04-2011,02
52524639,,
52535835,15-04-2011,02
52541339,18-04-2011,01
52562417,20-04-2011,05
52600130,27-04-2011,01
52602885,27-04-2011,02
52610012,28-04-2011,02
52614964,28-04-2011,02
52622630,15-12-2015,03
52645266,05-04-2019,01
52660052,05-05-2011,03
52702758,08-12-2017,02
52718751,13-05-2011,03
52720403,16-05-2011,02
52730018,17-05-2011,01
52738167,18-05-2011,03
52752712,19-05-2011,02
52756971,20-05-2011,02
52800768,26-05-2011,03
52816265,27-05-2011,01
52821226,30-05-2011,02
52827003,30-05-2011,02
52839834,31-05-2011,01
52852091,01-06-2011,01
52869210,03-06-2011,03
52902072,08-06-2011,04
52904784,09-06-2011,03
52938875,15-06-2011,03
52945340,16-06-2011,02
52946959,16-06-2011,03
52949923,16-06-2011,02
53019547,27-06-2011,01
53025687,28-06-2011,04
53032454,29-06-2011,05
53035933,29-06-2011,03
53048199,30-06-2011,03
53074920,04-07-2011,06
53088638,06-07-2011,03
53099761,07-07-2011,02
53101553,07-07-2011,03
53120426,16-12-2019,03
53155769,18-08-2011,03
53174771,19-07-2011,01
53185862,20-07-2011,01
53199049,22-07-2011,02
53231244,27-07-2011,02
53265106,02-08-2011,02
53271270,14-01-2016,03
53272846,03-08-2011,03
53280253,04-08-2011,01
53292553,05-08-2011,01
53320573,11-08-2011,01
53341325,15-08-2011,02
53357604,17-08-2011,02
53373871,19-08-2011,02
53397614,24-08-2011,02
53405811,25-08-2011,02
53410459,25-08-2011,03
53423976,29-08-2011,04
53437039,30-08-2011,01
53466462,15-09-2011,07
53478509,05-09-2011,07
53481402,16-04-2019,03
53490851,07-09-2011,02
53504879,08-09-2011,04
53506936,22-05-2019,02
53508467,08-09-2011,03
53527194,12-09-2011,02
53553055,15-09-2011,02
53553551,15-09-2011,02
53563867,19-09-2011,01
53566580,09-05-2012,02
53569180,19-09-2011,02
53580559,21-09-2011,03
53609700,26-09-2011,01
53617177,26-09-2011,02
53628756,27-09-2011,02
53637720,28-09-2011,02
53652037,30-09-2011,02
53666828,03-10-2011,04
53671813,04-10-2011,01
53672798,04-10-2011,01
53673638,14-08-2014,03
53683188,05-10-2011,03
53691210,05-10-2011,02
53697502,06-10-2011,04
53699327,06-10-2011,03
53709160,07-10-2011,02
53716892,11-10-2011,02
53755839,18-09-2014,03
53759273,17-10-2011,02
53768159,18-10-2011,05
53803043,29-01-2019,02
53825136,26-10-2011,02
53848284,31-10-2011,01
53853180,31-10-2011,03
53861604,01-11-2011,03
53862961,01-11-2011,01
53876342,10-08-2012,02
53888618,04-11-2011,02
53889916,01-12-2017,02
53898850,07-11-2011,03
53904370,25-04-2012,04
53936566,14-11-2011,03
53965175,17-11-2011,01
53970322,,
53976479,18-11-2011,03
53987349,22-11-2011,02
53987659,22-11-2011,02
54012961,01-06-2016,02
54064783,02-12-2011,01
54069149,05-12-2011,03
54084237,07-12-2011,02
54097959,09-12-2011,02
54116619,13-12-2011,03
54118786,13-12-2011,02
54122902,01-04-2014,06
54139287,19-12-2011,02
54143926,19-12-2011,04
54151376,20-12-2011,05
54156505,21-12-2011,02
54156769,21-12-2011,01
54161924,22-12-2011,02
54165261,23-12-2011,03
54175445,27-12-2011,03
54180058,27-12-2011,02
54214556,27-12-2011,02
54232058,28-12-2011,01
54240611,,
54254981,29-12-2011,06
54261619,30-12-2011,07
54261635,30-12-2011,06
54267587,30-12-2011,05
54287537,02-01-2012,02
54295084,02-01-2012,03
54306736,03-01-2012,02
54310644,03-01-2012,02
54311632,03-01-2012,02
54326419,04-01-2012,02
54327059,04-01-2012,03
54338832,05-01-2012,02
54340071,05-01-2012,03
54342562,05-01-2012,01
54349311,11-12-2012,03
54354579,06-01-2012,02
54357888,06-01-2012,02
54361486,06-01-2012,02
54362636,06-01-2012,03
54382076,10-01-2012,02
54398959,13-03-2015,03
54406366,12-01-2012,03
54411785,06-07-2017,01
54420040,13-01-2012,03
54448387,17-01-2012,02
54452090,29-11-2018,02
54458285,01-11-2016,03
54462606,18-01-2012,02
54464862,19-01-2012,02
54479509,01-02-2017,02
54493463,23-01-2012,01
54536200,27-01-2012,01
54556635,21-10-2014,05
54560063,04-03-2015,01
54588316,02-02-2012,03
54590302,03-02-2012,01
54603463,20-02-2012,06
54614090,21-03-2014,01
54625408,08-02-2012,03
54639182,09-02-2012,02
54640245,,
54653401,13-02-2012,02
54656699,02-08-2017,02
54667569,14-02-2012,03
54667739,14-02-2012,03
54668174,14-02-2012,03
54687489,16-02-2012,04
54694485,03-10-2013,06
54704294,20-02-2012,02
54705789,20-02-2012,05
54731879,23-02-2012,04
54737818,23-02-2012,02
54798922,02-03-2012,02
54824435,06-03-2012,01
54845254,28-03-2019,01
54869021,13-03-2012,02
54886384,14-03-2012,02
54906458,19-03-2012,03
54914175,20-03-2012,02
54949947,26-03-2012,03
54961637,26-03-2012,03
54967147,27-03-2012,02
54969565,27-03-2012,07
54986834,28-03-2012,02
54999006,30-03-2012,01
55020852,02-04-2012,03
55024645,03-04-2012,01
55041000,04-04-2012,04
55058264,05-04-2012,02
55067719,06-04-2012,03
55069045,06-04-2012,02
55094082,12-04-2012,03
55102417,19-06-2012,02
55103448,13-04-2012,01
55111211,16-04-2012,03
55127363,18-04-2012,04
55140688,19-04-2012,01
55169732,24-04-2012,02
55175937,25-04-2012,03
55187501,26-04-2012,03
55189296,21-06-2018,03
55189628,26-04-2012,03
55214401,01-05-2012,02
55216765,02-05-2012,02
55234399,15-05-2015,01
55270271,10-05-2012,01
55271286,10-05-2012,03
55291260,14-05-2012,02
55293042,14-05-2012,01
55300618,15-05-2012,01
55309046,22-06-2015,01
55337228,22-05-2012,04
55350755,,
55365817,25-05-2012,02
55366864,29-05-2012,03
55370594,29-05-2012,04
55374123,29-05-2012,02
55380123,30-10-2013,02
55384978,30-05-2012,03
55385273,30-05-2012,04
55389031,31-05-2012,04
55430228,05-06-2012,01
55432670,05-06-2012,02
55442005,05-06-2012,03
55464483,08-06-2012,02
55465528,08-06-2012,01
55479936,06-09-2018,02
55482287,12-06-2012,02
55496911,14-06-2012,03
55528554,20-06-2012,02
55530702,20-06-2012,01
55540562,21-06-2012,02
55548059,15-03-2016,01
55583172,28-06-2012,02
55595944,29-06-2012,04
55605133,02-07-2012,02
55610722,02-07-2012,05
55649122,09-07-2012,01
55649211,09-07-2012,01
55649475,09-07-2012,01
55649556,09-07-2012,01
55649688,09-07-2012,01
55649769,09-07-2012,01
55649998,09-07-2012,01
55650104,09-07-2012,01
55650295,09-07-2012,01
55650430,09-07-2012,01
55650619,09-07-2012,01
55650775,09-07-2012,01
55650856,09-07-2012,01
55650945,09-07-2012,01
55651089,09-07-2012,01
55651283,09-07-2012,01
55651305,09-07-2012,01
55651372,09-07-2012,01
55651488,09-07-2012,01
55651674,09-07-2012,01
55651682,09-07-2012,01
55651763,09-07-2012,01
55651860,09-07-2012,01
55651887,09-07-2012,01
55651992,09-07-2012,01
55652042,09-07-2012,01
55652158,09-07-2012,01
55652239,09-07-2012,01
55652263,09-07-2012,01
55652360,09-07-2012,01
55652387,09-07-2012,01
55652557,09-07-2012,01
55652654,09-07-2012,01
55652808,09-07-2012,01
55652840,09-07-2012,01
55652913,09-07-2012,01
55652956,09-07-2012,01
55653049,09-07-2012,01
55653081,09-07-2012,01
55653154,09-07-2012,01
55653294,09-07-2012,01
55653855,09-07-2012,01
55653960,09-07-2012,01
55654045,09-07-2012,01
55654118,09-07-2012,01
55654169,09-07-2012,01
55654290,09-07-2012,01
55654355,09-07-2012,01
55654495,09-07-2012,01
55654584,09-07-2012,01
55654983,09-07-2012,01
55655114,09-07-2012,01
55655262,09-07-2012,01
55655327,09-07-2012,01
55655564,09-07-2012,01
55655599,09-07-2012,01
55655688,09-07-2012,01
55655807,09-07-2012,01
55656072,09-07-2012,01
55656145,09-07-2012,01
55656188,09-07-2012,01
55656269,09-07-2012,01
55656285,09-07-2012,01
55656315,09-07-2012,01
55656374,09-07-2012,01
55656412,09-07-2012,01
55656455,09-07-2012,01
55656625,09-07-2012,01
55656641,09-07-2012,01
55656749,09-07-2012,01
55656773,09-07-2012,01
55656846,09-07-2012,01
55658202,09-07-2012,01
55668569,11-07-2012,02
55687296,13-07-2012,02
55695701,16-07-2012,02
55713823,18-07-2012,01
55716695,18-07-2012,01
55737552,23-07-2012,02
55750036,10-12-2012,03
55782620,31-07-2012,01
55803377,,
55836151,10-12-2012,08
55840213,10-08-2012,07
55861814,15-08-2012,02
55884113,27-08-2012,02
55885144,21-08-2012,01
55893082,22-08-2012,02
55897266,22-08-2012,02
55900518,23-08-2012,03
55931804,28-08-2012,03
55946291,30-08-2012,02
56052154,17-09-2012,02
56053649,17-09-2012,02
56071493,29-08-2016,01
56102240,19-11-2015,02
56112904,26-09-2012,03
56120036,27-09-2012,01
56123884,15-05-2015,01
56126654,12-04-2014,03
56147384,01-10-2012,03
56178549,04-10-2012,02
56203810,05-02-2013,01
56221525,10-10-2012,02
56240791,12-10-2012,03
56268378,17-10-2012,01
56274173,18-10-2012,02
56279027,18-10-2012,04
56338333,02-10-2014,01
56346948,29-10-2012,04
56359152,30-10-2012,06
56359438,30-10-2012,01
56361505,15-01-2013,02
56373376,01-11-2012,02
56375905,01-11-2012,02
56389698,01-05-2014,02
56410417,06-11-2012,01
56437536,09-11-2012,03
56437730,09-11-2012,02
56450613,12-11-2012,02
56452268,12-11-2012,02
56453531,13-11-2012,02
56463162,,
56463936,14-11-2012,03
56470789,15-11-2012,01
56481551,16-11-2012,01
56501897,20-11-2012,02
56517165,22-11-2012,03
56523076,23-11-2012,01
56535252,26-11-2012,02
56536194,26-11-2012,02
56538340,16-07-2014,03
56551991,27-11-2012,01
56552238,27-11-2012,01
56552793,27-11-2012,08
56552874,27-11-2012,03
56562527,29-11-2012,01
56565704,22-09-2016,02
56566190,29-11-2012,02
56569114,29-11-2012,04
56573391,30-11-2012,02
56574258,26-09-2013,01
56577133,30-11-2012,01
56581661,03-12-2012,02
56584865,03-12-2012,01
56602804,03-05-2016,01
56606044,05-12-2012,02
56626789,10-12-2012,05
56626916,06-12-2018,02
56644051,01-10-2014,03
56648685,13-12-2012,02
56652712,13-12-2012,03
56657064,14-12-2012,03
56668619,17-12-2012,03
56670281,07-08-2018,02
56676697,18-12-2012,02
56693141,20-12-2012,02
56694849,20-12-2012,02
56700431,21-12-2012,02
56713339,24-12-2012,01
56713657,24-12-2012,02
56736681,27-12-2012,02
56758979,27-12-2012,02
56763409,28-12-2012,01
56770421,28-12-2012,02
56775121,28-12-2012,07
56776101,28-12-2012,06
56777027,28-12-2012,06
56780788,16-01-2017,06
56798199,31-12-2012,01
56799195,31-12-2012,02
56812507,02-01-2013,01
56821972,02-01-2013,02
56825153,15-01-2015,02
56826060,02-01-2013,01
56834721,03-01-2013,01
56847998,03-01-2013,02
56860390,11-07-2019,03
56875126,07-01-2013,03
56880685,07-01-2013,04
56880820,26-04-2013,03
56896255,08-01-2013,03
56912919,09-01-2013,03
56926561,25-10-2018,01
56927878,10-01-2013,01
56930097,10-01-2013,04
56946481,11-01-2013,04
56948662,14-01-2013,01
56951795,14-01-2013,04
56966660,15-01-2013,01
57013578,21-01-2013,02
57020078,03-09-2013,01
57033218,,
57064016,25-01-2013,02
57079390,28-01-2013,02
57085897,28-01-2013,02
57086281,29-01-2013,03
57133131,01-02-2013,02
57147434,04-02-2013,03
57151342,26-09-2016,03
57152519,05-02-2013,01
57156557,05-06-2019,02
57159750,05-02-2013,01
57161763,06-02-2013,02
57163510,06-02-2013,01
57202079,11-02-2013,02
57202664,11-02-2013,03
57211949,12-02-2013,03
57227225,13-02-2013,02
57228744,14-02-2013,04
57239460,15-02-2013,03
57254737,18-02-2013,04
57263981,19-02-2013,01
57274932,20-02-2013,03
57330166,26-02-2013,02
57346402,28-02-2013,03
57354626,28-02-2013,03
57363234,19-06-2018,02
57376549,04-03-2013,03
57382905,05-03-2013,01
57385815,05-03-2013,01
57395977,06-03-2013,03
57410461,07-03-2013,03
57432317,11-03-2013,03
57472734,15-03-2013,03
57486719,18-03-2013,02
57487537,18-03-2013,03
57508542,20-03-2013,03
57529914,22-03-2013,01
57542368,25-03-2013,01
57546142,04-01-2017,01
57572321,,
57573352,27-03-2013,01
57574111,27-03-2013,02
57579466,28-03-2013,03
57598037,29-03-2013,01
57607699,02-04-2013,03
57622787,03-04-2013,02
57623104,03-04-2013,01
57624836,03-04-2013,03
57625778,07-03-2017,01
57628254,03-04-2013,02
57636389,04-04-2013,01
57637695,04-04-2013,03
57661383,08-11-2018,02
57682453,10-04-2013,01
57687153,10-04-2013,01
57689997,10-04-2013,02
57693323,11-04-2013,01
57693927,11-04-2013,02
57699186,11-04-2013,04
57721580,15-04-2013,01
57733120,16-04-2013,01
57734623,16-04-2013,06
57759995,05-03-2018,06
57769273,22-04-2013,06
57780285,23-04-2013,03
57793468,,
57808481,25-04-2013,02
57823669,26-04-2013,02
57836515,01-05-2013,02
57856605,02-05-2013,01
57868549,06-05-2013,02
57874433,06-05-2013,02
57910898,04-01-2016,02
57916640,14-05-2013,03
57956944,21-05-2013,01
57961891,21-05-2013,02
57980632,11-04-2017,05
57985197,24-05-2013,01
57987173,24-05-2013,02
57990271,24-05-2013,01
58004076,01-08-2017,02
58022244,29-05-2013,01
58049401,31-05-2013,01
58049851,31-05-2013,02
58056319,03-06-2013,03
58062661,04-06-2013,01
58093273,03-01-2017,01
58099301,07-06-2013,03
58102027,10-06-2013,02
58112626,11-06-2013,02
58112847,03-08-2015,04
58137297,13-06-2013,07
58143580,14-06-2013,04
58146040,14-06-2013,06
58160272,07-03-2016,01
58162135,07-03-2016,01
58164332,18-06-2013,04
58168524,19-06-2013,01
58194320,24-06-2013,02
58236708,27-06-2013,02
58241418,28-06-2013,03
58250158,28-06-2013,01
58252096,28-06-2013,02
58273964,22-05-2015,01
58281347,02-07-2013,03
58290966,03-07-2013,02
58301178,04-07-2013,02
58303286,09-02-2016,01
58316515,07-04-2014,06
58320660,03-02-2014,02
58330046,09-07-2013,02
58330313,09-07-2013,02
58336087,05-11-2014,02
58336540,01-08-2013,02
58351566,11-09-2013,01
58366350,15-07-2013,01
58373055,15-07-2013,01
58385142,17-07-2013,01
58386599,17-07-2013,03
58392068,17-07-2013,05
58412263,22-07-2013,03
58418075,23-07-2013,02
58420878,23-07-2013,01
58424415,24-07-2013,03
58429204,24-07-2013,02
58432906,25-07-2013,01
58451706,29-07-2013,01
58483144,01-08-2013,03
58484477,02-08-2013,01
58506209,07-04-2017,02
58514570,07-08-2013,02
58535691,12-08-2013,01
58539654,13-08-2013,04
58548807,14-08-2013,02
58555935,15-08-2013,03
58557024,15-08-2013,02
58557237,15-08-2013,03
58559280,15-08-2013,02
58562702,16-08-2013,01
58572376,19-08-2013,02
58574638,19-08-2013,02
58632638,27-08-2013,03
58670610,02-09-2013,02
58671366,02-09-2013,01
58716386,06-09-2013,03
58718222,09-09-2013,01
58729224,10-09-2013,03
58730532,10-09-2013,01
58746730,,
58748245,12-09-2013,01
58750029,12-09-2013,02
58756515,13-09-2013,01
58757708,13-09-2013,04
58760660,13-09-2013,02
58769919,16-09-2013,01
58792406,19-09-2013,06
58793526,19-09-2013,02
58799036,19-09-2013,01
58801715,11-03-2015,04
58804781,01-12-2014,02
58815848,23-09-2013,02
58833056,24-09-2013,02
58898743,02-10-2013,02
58902198,02-10-2013,02
58911901,03-10-2013,05
58938826,07-10-2013,02
58943072,17-02-2014,01
58945946,08-10-2013,02
58959602,29-01-2018,01
58961046,10-10-2013,02
58962778,10-10-2013,02
58992618,15-10-2013,01
58996699,30-01-2014,01
59002190,16-10-2013,03
59002573,16-10-2013,02
59011475,17-10-2013,02
59027452,18-10-2013,01
59029250,21-10-2013,01
59061804,24-10-2013,03
59068604,25-10-2013,02
59148195,05-11-2013,01
59201029,12-11-2013,01
59202831,12-11-2013,01
59245468,18-11-2013,05
59254246,28-10-2019,02
59259841,29-03-2017,01
59286962,25-11-2013,03
59288183,25-11-2013,02
59300523,26-11-2013,01
59305290,26-11-2013,02
59308885,26-11-2013,02
59336986,29-11-2013,04
59337095,29-11-2013,01
59340428,02-12-2013,02
59342137,02-12-2013,01
59342625,20-05-2016,01
59345837,02-12-2013,02
59354992,10-06-2016,01
59364076,04-12-2013,01
59368179,05-12-2013,03
59375922,06-12-2013,03
59385715,09-12-2013,02
59397055,10-12-2013,01
59397411,13-01-2016,03
59403128,10-12-2013,02
59422629,,
59463252,19-12-2013,03
59482214,23-12-2013,01
59486244,23-12-2013,01
59490934,24-12-2013,01
59499257,24-12-2013,04
59503033,27-12-2013,02
59506407,27-12-2013,02
59535113,24-08-2016,02
59544740,27-12-2013,02
59564598,28-06-2016,03
59570644,31-12-2013,01
59589965,02-01-2014,03
59590076,,
59628685,06-01-2014,01
59645954,07-01-2014,02
59652977,08-01-2014,03
59659149,08-01-2014,03
59676884,09-01-2014,02
59694602,10-01-2014,03
59695544,14-10-2016,02
59717912,,
59754885,18-01-2014,02
59779136,21-01-2014,01
59779187,21-01-2014,01
59780002,22-01-2014,03
59792582,23-01-2014,01
59797517,23-01-2014,04
59801018,23-01-2014,03
59803258,24-01-2014,02
59818107,27-01-2014,02
59825057,27-01-2014,02
59853484,29-01-2014,02
59854731,29-01-2014,02
59862025,30-01-2014,02
59870680,31-01-2014,02
59881011,03-02-2014,01
59884258,03-02-2014,01
59887850,03-02-2014,02
59888563,03-02-2014,03
59902531,02-01-2015,01
59921005,06-02-2014,01
59924152,06-02-2014,02
59928891,06-02-2014,03
59946741,02-06-2015,02
59962100,11-02-2014,03
59965169,11-02-2014,02
59968915,,
59983396,13-02-2014,03
60047534,20-02-2014,02
60050888,21-02-2014,02
60077921,15-02-2017,02
60085401,25-02-2014,03
60096705,26-02-2014,03
60105399,27-02-2014,03
60118415,,
60118679,28-02-2014,02
60120959,28-02-2014,03
60126086,03-03-2014,04
60126213,03-03-2014,05
60129794,03-03-2014,02
60164468,04-05-2018,07
60167904,07-03-2014,02
60176083,10-03-2014,01
60180625,10-03-2014,02
60185503,10-03-2014,01
60190140,11-03-2014,02
60190388,11-03-2014,03
60197552,11-03-2014,02
60199342,14-10-2015,02
60205598,12-03-2014,01
60217081,13-03-2014,01
60218029,13-03-2014,01
60218193,13-03-2014,01
60218266,13-03-2014,01
60235934,17-03-2014,01
60244488,18-03-2014,03
60264616,20-03-2014,01
60269863,20-03-2014,02
