kvk_nummer,bedrijfsnaam
55183654,"B.E. Verkade, h.o.n. Scheepvaartonderneming Verkade"
58936645,Agra Logica B.V.
20009624,V.o.f. Van Bavel - Oomen Transport
08155171,T.Herder Transport
10035865,EPM Transport B.V.
59027401,C. Duijts
39061440,Orgaworld Nederland B.V.
37083472,GP Groot inzameling B.V.
54289521,M. Kortland
17062108,Schoonmaakbedr. Keurig en Schoon B.V.
27234016,M. van der Helm Transport B.V.
50500872,Saagrow Beton B.V.
57759995,Huisman B.V. Handel en Transport
57217386,Interiam B.V.
57813396,"Jelle Aaij, h.o.n. jelle's klus en metaalhandel"
58867937,AEB Exploitatie B.V.
11030330,Internationaal Transportbedrijf Gebr. Jansen Opheusden B.V.
37136373,Transportbedrijf Hans Grootveld V.o.f.
37161279,"E.C.A. Boots, h.o.n. Erik Boots Transport"
33258213,Transportbedrijf P.A. van Rooyen B.V.
56388098,"A. Ayvali, h.o.n. YN Trans"
16089054,Driessen Beheer B.V.
58981454,"D. van der Sprong, h.o.n. Sprong Industrial Maintenance"
57492204,Best en Dekker B.V.
08140201,R.H. Jonker
13029390,Pex Dakbedekkingen B.V.
24341555,B.T.B. B.V.
04049680,Bloemen- en Commissiehandel van Oenen
58790896,Van Herk Transport Moordrecht
08203727,"J. Buist, h.o.n. Oud IJzer & Metaalhandel Buist"
58571213,Schreuders Groen B.V.
04083684,"S. Meijering, h.o.n. Meijering Metaal Recycling"
29307929,KREJCIR transport s.r.o.
08196267,Jan Veijer Transport
58143688,Trommel Logistiek B.V.
36029695,Aannemingsbedrijf Kistemaker Edam
53742788,"R. Sluyters, h.o.n. Roland Sluyters Trucks"
17246565,T.I.M.E. Service Catalyst Handling B.V.
01024388,Grondverzet- en aannemingsbedrijf Van der Meer B.V.
56828446,Van den Noort B.V.
01089885,V.o.f. Alitex
53683188,Liefting & Portena B.V.
22038332,De Houtkaai B.V.
23049959,M. van der Werff
57661065,W.R. Fibers B.V.
05077091,Scheepvaartbedrijf F. Wemeijer B.V.
38014355,V.o.f. Fa. Grefelman
30101430,Aannemingsbedrijf P. Looijen en Zn. B.V.
01051340,Aannemersbedrijf Nagelhout Woudsend B.V.
26011221,ROMAN-TRANS SPEDITION s.r.o.
01042159,"Jac. Knol Grond-, Weg-, en Waterbouw B.V."
37124374,"G.H.J. Thomassen, h.o.n. Bert Thomassen"
11047232,Bert Baauw Transport V.o.f.
11006416,Transportbedrijf A.C. Baauw & Zn. B.V.
01021366,Friso Civiel B.V.
55876773,"Kaas V.O.F., h.o.n. Recycleplan"
57124663,WE-Force B.V.
17198095,"W.H.J.G. Hubers, h.o.n. W.J.G.H. Hubers Handel & Transport"
01066992,V.o.f. Transport G. Holwerda
50092332,Loonwerkbedrijf B. Scheper B.V.
08040705,De Tamboer V.o.f.
18041270,Leen van Pelt en Zn. B.V.
32131837,TransMission Almere B.V.
23059198,V.O.F. T.J. & C.D. Feenstra
58114416,MGN Asbestsanering B.V.
23075977,Wavumex
54988403,"C. Nieuwkoop, h.o.n. C. Nieuwkoop Transporten"
58200517,Eertman Zand- en Containervervoer B.V.
17188321,"W.C. van Overdijk, h.o.n. W. van Overdijk Oirschot"
09089426,Burito Verhuur B.V.
05046661,Groot koerkamp B.V.
53365518,K.S.M. Milieu & Infra B.V.
24197542,De Noord Chemicals B.V.
58933360,"C.A.P. van Heesch, h.o.n. Van Heesch Transport"
59118016,Twan van der Doelen Transport
34109097,Special Cargo Services B.V.
30250657,"E. de Vries, h.o.n. E. de Vries Transport Oudewater"
01182330,"D. Bekkema, h.o.n. D. Bekkema Transport"
01073092,Haarsma Infra & Milieu B.V.
06056386,Handelsmij. Metal Trading Holland B.V.
23926680,EURO MERIDIAN SRL
08160274,De Dozenhal B.V.
01072097,Kuipers Waterbouw Dokkum B.V.
58844597,Dekkers Recycling-Verhuur V.o.f.
54208718,"H.J. te Brake, h.o.n. te Brake TuinTotaal"
51377950,Antonissen Transport Heino B.V.
34142081,"G.J. Rietdijk, h.o.n. Extreme-products"
58879943,ASL asbest saneringen B.V.
09104375,Jacobs Milieutechniek B.V.
01095428,Stichting Oud Papier Actie Gereformeerde Kerk Sneek (O.P.A.)
54267587,Wielink Agrarisch Handelsbedrijf B.V.
58614001,"J. Gerrits, h.o.n. Handelsonderneming J. Gerrits"
58454276,Scheepvaartonderneming Immaculata B.V.
53282922,HR Handelsmarkt
01056277,Macadam B.V.
28100986,ContainerTotaal B.V. 
56581475,"T.A. Boerema, h.o.n. T.A. Boerema Transport"
01106105,De Boer & De Groot civiele werken B.V.
16087265,Gerard Smits Grondwerken B.V.
57637695,Mastebroek Transport Meppel B.V.
58675906,"HAZ Groen, Grond en Infra B.V."
09208301,ZIUT B.V.
58611975,Kolk & Kolk V.o.f.
27170969,Quartel Asbestverwijdering B.V.
23082904,Neomet B.V.
17198573,Van den Hoogen Recycling B.V.
17119783,"W.F.J.M. Bankers, h.o.n. Bankers Trading"
14065569,GEJATRA Internationale Transporten B.V.
59077778,"G.L.A. van Beek, h.o.n. Georg van Beek Transport"
01029984,Stienstra & Van  der Wal B.V.
01073386,Sterk Heiwerken B.V.
01106941,De Boer & De Groot betonbouw B.V.
08011455,Allinq Networks B.V.
11015111,Gelders Staalstraal- en Schildersbedrijf B.V.
32099685,"P.J. van Dipten, h.o.n. Peter's Oude Metaalhandel"
59231505,TB Asbestsanering B.V.
37061883,Aannemingsmaatschappij De Vries & van de Wiel B.V.
58566805,"G.J.H. Hempenius, h.o.n. GH Recycling"
53644980,R. Moes
74335227,"Zdenek Hanus, nar 21.09.1983"
30122483,'t Haverland Achterberg V.o.f.
17069672,"Baetsen Bouwstoffen, Grond en Sloopwerken B.V."
58821120,"H.Hendrikse, h.o.n. Henk Hendrikse Transport"
30121275,"A. van der Sluis, h.o.n. Arie van der Sluis"
57569258,Vermeulen & Zonen Sloopwerken Breda B.V.
08057352,WAZ B.V.
58961585,Tiltrans Milieu V.o.f.
30263268,De Hertog Tull en 't Waal B.V.
37078452,Aannemersbedrijf Gebr. Min B.V.
58003762,DINTRANS B.V.
56428243,"V.O.F. Shovelverhuur Schipper, t.h.o.n. Schipper Transport"
09086330,Grondwerkbedrijf en Machineverhuur Paape B.V.
03254020,Michael Kraczla Transporte
02090261,Kuipers & Onrust
37044669,v.d. Bult Grond- Weg- en Waterbouw B.V.
52057674,"M.P. Croes, h.o.n. Textiel Service FLOW"
51367033,Recreatieschap voor het Friese Waterland 'De Marrekritte'
56309708,handelsonderneming hoekstra
04083494,J. Hoekstra
52830888,Scheers Grondwerken B.V.
01039871,Verkley B.V.
41215351,Stichting Pantar Amsterdam
55848729,WEEE Nederland B.V.
24390728,T&C Trading B.V.
05354028,Günter Kreitz
56683936,GDG Infra B.V.
30071884,Hermina B.V.
24354569,Milieu Visie
52628717,Kovacs Sandor
30543815,ARIBUS TRANS SRL
57476969,Henk Morren Transport V.o.f.
05063117,Transportbedrijf J. van Staalduinen V.o.f.
57071144,Hoveniersbedrijf F.W. Poldervaart B.V.
51685884,Auto- en metaalhandel C.E.A.C. Franssen
05063765,Grondverzet & Grondbewerking Haerst V.O.F.
52844544,Marijn van Beurden Transport B.V.
20132744,NijKo V.O.F.
11044227,GMB Civiel B.V.
11043290,Aannemers- en Verhuurbedrijf Bart Vugts B.V.
56394268,"J. Kist, h.o.n. Kist Koeriers"
59115335,AsbestCare B.V.
59253169,Ummels Asbestsanering B.V.
53853962,AruGa Trans V.O.F.
58697632,Huijbregts Infra B.V.
11043418,Broekman Energiehoutverkleining V.o.f.
21018999,V.o.f. P.A. Geluk
01122168,"F. de Graaff, h.o.n. Koeriersbedrijf de Babbel"
36010336,V.o.f. Fa. A.E. de Wit en Zn.
59278420,Vissers Recycling B.V.
39075852,European Cleaning Machines Recycling B.V.
24432384,Bulk Logistic Solutions (BLS) B.V.
57769273,Wind Transport B.V.
58598626,"K.J.H. Rouschop, h.o.n. NDS Transport"
05060353,"N.A. de Haan, h.o.n. Nico de Haan"
58185569,Kropfeld Transport B.V.
24367063,Lock/Romijn Intern. Transport B.V.
20103929,Jan Jacobs Transportdiensten
56760221,"O. Hoekstra, h.o.n. OHT"
23083232,Joh. de Groot en Zn. B.V.
29034089,"S. Versloot, h.o.n. S. Versloot Transport"
58738045,"L.C. McKechnie, h.o.n. Tartan Commerce"
58151079,Persei B.V.
02048469,Machinefabriek Rusthoven B.V.
08067740,SIGHT Landscaping b.v.
11069438,Ferliner B.V.
09212548,Waterschap Rijn en IJssel
01068428,Loonbedrijf Us Bilang B.V.
57239916,DB Internationaal Transport B.V.
55506402,Vos Limburg B.V.
59271000,Erwin Pellegrom Transport
55863019,Vonhof Transport B.V.
50208837,Van Tuijl Handelsonderneming B.V.
55493831,van Leeuwen Recycling Groep B.V.
20039133,Plevier Beheer B.V.
57081077,"L. Stolk, h.o.n. Handelsonderneming Leon Stolk"
56186525,Bakker Doetinchem Metaalrecycling B.V.
52945855,Terabyte B.V.
58548467,Maastrans Shipping N.V.
59159693,Pertien Verhuurbedrijf B.V.
70769036,Voorthuijzen Transport
59336536,Van Boxtel Logistiek B.V.
69264236,H & R Transport & Dienstverlening
51228742,"F.H.M. Kroezen, h.o.n. Hukro"
58534016,"E. Smids, h.o.n. E. Smids loon- en grondverzetbedrijf Driel"
01155517,"N. Abdel Nour, h.o.n. Salno Import & Export"
51401991,Marees Installatie en Techniek B.V.
54867444,"P. Sterling, h.o.n. Ster Daktechniek"
11041702,"A.J. Versteegh, h.o.n. Versteegh Transport Service (V.T.S.)"
52000400,Dekker & Crum Transport V.O.F.
57111723,DeliD B.V.
59123036,V.o.f. M/S Batouwe Scheepvaart
09153748,Metaalhandel P.H. van Reeken
58990526,Huisman Metals
59222646,W. Leers Containers B.V.
18116966,Scheepvaartbedrijf A. de Groot en Zn. B.V.
05065889,"K. Rozendal, h.o.n. Cor Rozendal Transport"
50751352,Spandauw MTS B.V.
14131073,ROMS Transport B.V.
59432217,"E. Kole, h.o.n. Ekologics"
51213893,V.O.F. T en B Transport
02094030,"T. Hut, h.o.n. Handelsonderneming T. Hut"
05040966,G.J. Wemeijer V.O.F.
58698906,Van der Kooij Afvalinzameling B.V.
05362008,"Merten, Adele"
09119779,"J. ter Horst, h.o.n. HM Service"
52297705,"G.H. Morren, h.o.n. Gert Morren Transport"
53864514,J.G. Lentjes Handelsonderneming
67457843,W & G Oud IJzer en Metalen
52049701,Johan Donkervoort Metalen
58661050,A.C. van Koeveringe
55229751,Stichting Closing the Loop
27310343,"Wesly Buijn, h.o.n. Oud IJzerhandel WB"
17222247,Peijnenburg Esch Holding B.V.
58973346,UT B.V.
53351428,Uitbeijerse Grondwerken
58375422,Leemans Waste Centre B.V.
01061988,Sibeanko B.V.
59565640,B.W. Steenbergen
17036491,W & E van Kasteren B.V.
59699035,"J. Wassink, h.o.n. Jack Wassink Transport"
02093161,"M.L.G.M. Stallaert, h.o.n. M & M Staltrans"
59027487,ASH Milieuservices B.V.
58871004,Integro Maritiem B.V.
05037034,Nonak
03358021,Pawel Ksiazek - Transporte -
27110979,V.o.f. R. van der Zwan Transport
57534101,"J. van Geest, h.o.n. Jeff Transport"
55805981,V.o.f. Firma Gebr. Jansen
09103256,Tiemex Transport B.V.
13038003,Autop Roermond B.V.
52793257,Louis Kuijpers IJzer- en Metaalhandel en Containertransport B.V.
59770384,H.Hinderiks Handelsonderneming
59716746,AT Friesland V.o.f.
58288198,Automice B.V.
59683058,Greenwaste B.V.
05052126,"A. Kuiper, h.o.n. Loonbedrijf A. Kuiper"
26296113,DOWOR TRANS SRL
05770028,Siegfried Niproschke
59368624,"C.B. Baars, h.o.n. Chris Baars Transport"
20128388,Berende Spoor- en Grondwerken B.V. 
51849879,"R.J. Bär, h.o.n. Autohandel RJB"
58684689,"F. Bastiaanse, h.o.n. Scheepvaartbedrijf F. Bastiaanse"
52424618,GJB Becker Transport V.o.f.
02071083,HTM Bako V.o.f.
59742623,Schiltmans Handelsonderneming & Dienstverlening V.o.f.
58212086,Chris & Danny Transport
36044699,"P.N. Bakker, h.o.n. P. Bakker Transport"
33129144,Transportbedrijf Boogaard B.V.
23052857,Verheij Groenvoorzieningen B.V.
59759100,"N.A. Hristov, h.o.n. Tonies-76"
30160218,Land- en Tuinberegening J. Budding B.V.
58324526,V.O.F. Huenestein
23085705,"Schreuder Transport Service V.o.f., h.o.n. STS Schreuder Transport Service"
27075440,TOTAL E&P NEDERLAND B.V.
33072906,Loodgietersbedrijf S. van Grieken B.V. 
30097265,Lyreco Nederland B.V.
30076835,DHL Parcel (e-Commerce) B.V.
11016388,Bouwbedrijf H. Goesten B.V.
58288260,Datrans Nederland B.V.
09028263,"H.G.B. Wennekes, h.o.n. P. Wennekes"
30149293,LINE 4YOU TRANS S.R.L.
57137102,"C.C. Oosterlee, h.o.n. Int Transport C.C. Oosterlee"
58843698,Rabelink Logistics B.V. & Co. KG
53466462,Bikker Logistics B.V.
59220783,"R. van Terwisga, h.o.n. Siementa"
01148417,Milieuplus Nieuw-Buinen B.V.
58671366,Van den Bogerd Transport B.V.
59872012,Koning Afval B.V.
56632908,Beelen Terneuzen B.V.
05059604,V.O.F. Firma Harmsen
17185029,"M.E.M. van den Heuvel, h.o.n. Van den Heuvel Logistieke Dienstverlening"
72488646,Dopi Transport
58296352,Autodemontage van Spanje B.V.
59629088,Johan Jansen BB&R B.V.
58922318,Milieuplus Stadskanaal B.V.
59583290,"R.M.A. Schouten, h.o.n. Roel Schouten Internationaal Transport"
30207107,"S. Treur, h.o.n. Stephan Treur"
58877290,"B. Pietersma, h.o.n. Bauke Pietersma"
57664374,Fa. Jongeneel B.V.
59031301,Inge Shipping B.V.
02557618,ERIC MATTHEEUWS UK LTD
56074115,"R. Latenstein, h.o.n. Latenstein Transport & Verhuur"
58685057,V.O.F. m.s. Napoleon
09106006,H.J. Aalbers en Zoon Transport B.V.
52430367,Aannemersbedrijf J. van den Brand B.V.
30215654,JokateC
59530537,Dekker B.V.
57096538,Jasperse Transport B.V.
34102089,Machineverhuur Tabak V.o.f.
34210301,FCS Internationaal Transport B.V.
12023932,Köster Transport B.V.
55187358,AWS Asfaltwerken B.V.
37114389,Roy Besseling
58408533,Vintro Trust & Trading B.V.
56101317,M/S Erasmus
03356003,Reiner Harms
33154732,G Hulshoff & Zoon Verhuis-en Transportbedr BV
54105498,Jakiro Holding B.V.
50057952,Van de Ven & Zonen Internationaal Transport B.V.
50457233,Raak Metals Best B.V.
55916090,Henk Wind Transport V.o.f.
17243145,Kuijpers Bomenrooibedrijf V.O.F.
57896631,BCBARAK B.V.
07138012,Marcus Klinkhammer
30979700,C.M.A. VIP PRODUCTION SRL
05062537,Vanda Carpets B.V.
22054625,Coltrade B.V.
58322191,Firstmate Management B.V.
58556796,Bonanza Shipping B.V.
53440293,Loonbedrijf Veldkamp V.O.F.
20169129,V.o.f. Nomen
50930419,Armet B.V.
59203242,MDM Milieutechniek B.V.
13012559,Van Geleuken Kabelwerken B.V. t.h.o.n. Van Geleuken Infra
56055226,Steenbakker Transport
51906295,Van de Hoef Logistiek Ede B.V.
24430471,Du-Jo Container Logistic B.V.
27303032,Transportbedrijf T. Vreugdenhil B.V.
69156786,Handelsonderneming J.H. Dijkstra V.O.F.
20142740,Hazacom B.V.
05064623,Loonbedrijf Bottenberg B.V.
75355558,IJzer & Metaalhandel Stal
24256589,LKW-ALEKS SPEDITION SRL
60002417,"G. Bultman, h.o.n. Gerben Bultman Transport"
39090181,Post & Haveman B.V.
50332759,Transportbedrijf Joh. Meijer en Zn. V.O.F.
55810489,"L.A. Bruinooge, h.o.n. Stuivezand"
01036876,Wiersma Olie & Techniek B.V.
53002172,"D. van Meegdenburg, h.o.n. Handelsonderneming D. van Meegdenburg"
37137926,KingTrans
32026279,Transportbedrijf J.K. van den Broek en Zn. B.V.
24341759,FTA Logistics Ltd
59973056,H. van Renselaar
52412369,Cars&Cargo Freight B.V.
27065024,Handels- en Transportbedrijf J.P. Sülzle B.V.
50841513,"J.C. Teeuwen, h.o.n. Hans Teeuwen Transport"
16056004,Expeditie- en Transportbedrijf Dollevoet B.V.
58375937,"A. Filius, h.o.n. Adriaan Filius Transport"
24371144,P. den Hartigh International Transport
71349855,Edwin Haman Transport
59989718,"Johan Rook, h.o.n. Johan Rook Trading"
27190186,Hovenier Van der Heijden B.V.
05065630,"R.W. Kuipers, h.o.n. Kuipers Cargo"
59502851,"R.P. Hilbers, h.o.n. Hilbers Transport"
01034145,"Atsma Grond- , Weg- en Waterbouw B.V."
13021010,Expeditie Thijs B.V.
68847211,Transportbedrijf Steert V.O.F.
09122703,"E.A.J. Dijkhuizen, h.o.n. Hoveniersbedrijf Dijkhuizen"
01144013,"J.A. Bouius, h.o.n. Jan Bouius Koeriersbedrijf"
59488948,Methorst Verhuizers B.V.
59812591,"A. Compagner, h.o.n. alfred compagner transport"
01147701,Holtkamp Internationaal Transport B.V.
37158768,AB Texel Veevoertransporten B.V.
18008752,Wolfs Aannemingsbedrijf B.V.
29315417,"Oegema Transport Czech, s.r.o."
01173407,"M.B. Hegeman, h.o.n. Martin Hegeman Transport"
01164701,J.M. Pot
59931752,"F.J. den Braber, h.o.n. Braber-Trans"
24366626,Ekodeko Environmental Services B.V.
24248384,Van de Graaf & Meeusen Rivertransport B.V.
59488484,Van de Grift Fourage B.V.
59860812,Poland GWW Logistiek B.V.
11024480,V.O.F. Kraanverhuur Bram den Boesterd
59853484,"A.J. van Wanrooij, h.o.n. Handelsonderneming Steal"
57931623,A.J. Treffers Schroot & Sloopwerken B.V.
14112976,Laurens Tullemans Trucking B.V.
02313623,Verhuisbedrijf Nobbe B.V.
01135939,"G.J. Feringa, h.o.n. G.J. Feringa Transport"
05045444,Bestratingsbedrijf M. Nijman V.O.F.
01039070,Groot Lemmer B.V.
11049100,P.A. van Es
20131763,Wimov B.V.
24458601,Atolye
20150092,"L.C.W. Claessens, h.o.n. L. Claessens Oude Metalen"
62654641,Pavel Langmajer
59592133,"C.P.N.W. Mulder, h.o.n. Transportbedrijf N.C. Mulder"
02062577,"H. Maring, h.o.n. H. Maring Transport"
08034451,A. Nab
24401016,Merlease 2 B.V.
05766056,Alexander Esch
17121980,Kusters Facilities B.V.
51964597,Konings - Sloopwerken - Recycling - Asbestverwijdering B.V.
24421559,C.H. van Laar
07138201,Markus Mangel
59135573,Oenema Transport
60059400,De Jong Internationaal Transport
08080458,Van Veldhuizen Transport V.O.F.
22028746,V.O.F. Autosloperij van Veen
24261919,R.R.R. antieke bouwmaterialen
59375655,Assi Klussenbedrijf
24849782,IPN tech s.r.o.
59141050,Van der Weijden-de Niet v.o.f.
59814306,"R. Visser, h.o.n. RCS Trans"
59624132,"J. Geeve, h.o.n. John Geeve Transport"
31015540,"Transportbedrijf Gebr. van Egdom B.V., h.o.n. Gebr. van Egdom Transport, Op- en Overslag"
59165456,Toontrans
08092104,H.L. Eshuis V.o.f.
53664221,"B.C. Eshuis, h.o.n. HLS Holland Logistiek Service, t.h.o.n. B. Eshuis Transport"
57952736,v.o.f. Bakker/Hoefnagel
01040336,Greydanus Aardappelhandel en Transport Holding B.V.
58052917,C. Mourik Scheepvaartbedrijf
35010253,Ballast Nedam Specialistisch Grondverzet B.V.
24345476,Privilege Shipping B.V.
52508897,Independent Shipping B.V.
54282365,Makwa B.V.
51744864,"W. Booi, h.o.n. WB Trucking"
50794302,BTK Transport
37137637,P.C. Roet verticaal en horizontaal transport B.V.
35026479,Simex Transport and Forwarding B.V.
17139324,Erik van de Laar Transport V.O.F.
54143810,De Paauw Recycling B.V.
59060050,"H. Oosting, h.o.n. Handelsonderneming Oosting & Oosting"
58257578,L. van 't Kruis jr V.O.F.
01040996,"P.M. Themmen, h.o.n. Loonbedrijf P.M. Themmen"
51002728,V.O.F. Tranquality
24257564,SAN JOSE LOPEZ SA
08166375,Mastenbroek Transport B.V.
57884145,Willy Shipping B.V.
54766443,Prolimax B.V.
52585468,Op- en Overslag Meppel B.V.
10028833,Fleuren Fourage en Transport B.V.
57960097,BACO Transport B.V.
18073642,V.O.F. Gealjo
32053765,Herman van der Heiden Puinrecycling B.V.
14078660,Willemsen V.O.F.
29300316,BEST DIVA TRANS SRL
09044071,Loonbedrijf Hartemink V.O.F.
59571705,Asbestverwijdering NM B.V.
24410424,Lotus Krimpen Transport
24122050,Loonbedrijf K. Groenenboom B.V.
60217650,"M. Naaijen, h.o.n. Naaijen Transport"
59927054,Sun Catch Energiedak B.V.
08132837,R. ten Veen
17176668,M. Panhuijzen Outdoor Care & Cleaning B.V.
58054243,"C. Timmer, h.o.n. Cees Timmer Transport"
54018889,VDB Logistics V.o.f.
59170131,AT Banden Weert v.o.f.
59964995,A.S.H. (Asbest Sanering Holland) B.V.
27360820,Duynie B.V.
11025951,J. Helmond en Zoon Metaalhandel B.V.
09080831,De Jongh's Transporten Arnhem B.V.
35022023,Tri-Car I/S
13055078,Fuhrunternehmen Frank Jüdes
15846419,AZANZA GUINDANO FRANCISCO JANVIER
30215678,"H.S.A. Smit, h.o.n. SMIT INFRA-STRUCT"
60330287,Van der Wal Transport B.V.
60329769,Schotpoort Container Transport B.V.
54691710,Valkentrans
30060483,A.N. van Impelen en Zonen Werkhoven B.V.
59778571,R. Smit Transport
59469706,V.o.f. Firma Boonstra Tjerkgaast
18045250,J.M. Simons Holding B.V. h.o.n. Polymers and Consulting Simons (PaCS)
59496134,Van Kesteren Recycling B.V.
10032171,Van Kesteren Aannemingsbedrijf B.V.
58546928,"R. Keeris, h.o.n. NL Metals"
20987340,Aastrup Vognmandsforretning A/S
57667055,"W. Kranendonk, h.o.n. Wieltra"
24274908,Gert A. van der Waal Loonbedrijf B.V.
34273978,STX Services B.V.
58238689,Dalm Oude Metalen B.V.
59290803,"W. Diepeveen, h.o.n. Willem Diepeveen"
20063930,Heros Kraanverhuur B.V.
01079239,"J. Stiemsma, h.o.n. Stiemsma Transport"
17058419,C. Geraerts Handelsonderneming B.V.
50941054,V.O.F. Service Dienst Groningen
60289783,Supermarkt Shumen
06085408,Loonbedrijf Pelle B.V.
17260010,van Uden Pallets
12056854,VTO B.V.
18042187,I&L Chauffeursdiensten B.V.
52250490,Inter-Iberica B.V.
01091855,Niek Dijkstra Transport B.V.
60254149,"J.H.H. Verheijden, h.o.n. Jos Verheijden Transport"
12064378,"Proteus Beheer B.V., h.o.n. It recycling service nederland"
59574194,Arco Dienstverlening B.V.
10900659,Zoltan Jankosik
01053012,Jörg Zobel
01096759,"H. Elzinga, h.o.n. Koeriers & Handelsondernmeing Elzinga"
02100417,Gero Recycling B.V.
55647022,"P.H. Weinand, h.o.n. PH Metalen"
37118218,Bukom Trading B.V.
60348534,"F. Pronk, h.o.n. Pronk Transport"
30153412,V.O.F. Van Kruistum Transport
05080352,Hagedoorn Rondhout Transport V.o.f.
12057014,"M.J.M. Heber, h.o.n. Marcel Heber Transport"
09064384,Tuinbouwloonbedrijf Knuiman B.V.
54678463,Algeda
57116172,V.O.f. H.N. Import Export
58279172,Van der Kolk B.V.
59201029,Goorden Logistics B.V.
31575005,"ADP, spol s.r.o."
20147515,Van Dorst Transport B.V.
52396649,F. van Mierle Recycling B.V.
58278036,Kapteijns B.V.
58594582,"J. Kiers, h.o.n. Transportbedrijf Kiers Smilde"
50114786,Cornelisse B.V.
13032910,Jean Wilms V.O.F.
11031325,Track Line B.V.
09073253,Truck Service Lobith B.V.
60586427,"P.M. Becks, h.o.n. Handelsonderneming Becks"
24431857,Kunststof Hergebruik B.V.
23084155,ZMH B.V.
08031024,"H.J.B. Dreierink, h.o.n. Gebr. Dreierink"
14626778,M3 Zuyd B.V.
34127844,"Trnavska NAD, a.s."
20098508,Conzalez Aanvullend Transport B.V.
60228253,Nieuwboer Internationaal Transport B.V.
55441149,MurAy V.O.F.
60357878,"F.C.H. van der Pütten, h.o.n. van der Pütten Homan Transport"
18086688,"R.A.C.H. Bruijns, h.o.n. Drag-on"
50128906,FMH Pompservice B.V.
60124539,Heida Kolkservice II
14325460,NICOMAS TRANS COMPANY SRL
60141298,Handels- en Transportbedrijf H.A. van Dijk V.o.f.
51974029,"M.F. Kemp, h.o.n. Geofix Internationaal Transport"
60502215,Transport Combinatie Noord
60504374,DB Recycling
59647086,G. Boekestijn Loon- en Grondverzetbedrijf B.V.
71107088,Pien Demontage VOF
56431236,Kanters B.V.
01065239,B.V. Nederlands Wegen Markeerbedrijf
09178323,Baks Logistiek B.V.
58912525,"G. Yücel, h.o.n. Werf Transport"
58671234,Klijnstra Internationaal Transport
