kvk_nummer,bedrijfsnaam
56904789,Gerding Internationaal Transport
56925816,"B. Altun, h.o.n. B/A Recycling"
04088232,"L. Schonewille, h.o.n. Schonewille Grondverzet"
30043189,Van Wijk Aannemersbedrijf Nieuwegein B.V.
34062171,Goedhart Trading B.V.
56523939,Burgtransport B.V.
04077838,Reining Transportservice B.V.
08219700,"L. Kisteman, h.o.n. Kisteman Transport"
56559143,"S.A. Oomens, h.o.n. Scheepvaartbedrijf Nautictrans"
27060219,"A.H. Vrij Groen, Grond en Infra B.V."
56989075,Stoevelaar International B.V.
56621892,M. Posthumus Transportservice V.O.F.
08425071,Baumann Jan
30027321,Van Kessel Transport V.O.F.
37068446,Aad de Wit Verhuizingen B.V.
51027143,"S.J.M. de Jong, h.o.n. Orion"
54733006,"D. Ellermann, h.o.n. Ellermann"
22064317,Valitia B.V.
11917412,SZEKESI KFT
16025016,Van Grinsven Materieel B.V.
55716857,Bronsema
57283346,J. Doolaard
54657245,Kazemier Logistics B.V.
20124987,Raats Transport B.V.
22059552,"C. Dekker, h.o.n. Nico Dekker"
52073955,Gijs Fieret Transport
34286811,V & M Transport V.o.f.
08180877,"D.L. van Lies, h.o.n. Van Lies Metalen"
27196967,"K.A. Tourov, h.o.n. Ixus Trade"
30210939,Appeldoorn B.V.
30188648,Willemsen Infra B.V.
34208235,Easy Clean Up B.V.
57110883,Wagtmans Transport V.o.f.
30096360,Van Wijk Groenvoorziening Nieuwegein B.V.
09154752,Knufing Transport B.V.
02332513,V.o.f. Bruggers
30200851,"A.S. Versteeg, h.o.n. Handelsonderneming Ad Versteeg"
11068922,"A. Kraus, h.o.n. AHK"
56655193,Panda Recycling B.V.
30070983,Groen Recycling Nieuwegein B.V.
39097012,N.C. Venhuizen
57258783,Buijs Asbest B.V. 
08226444,Sjerp Autobanden B.V.
55979165,"J.D. de Vries, h.o.n. Jelle Douwe de Vries Metalen"
08087750,Gebr. Hofman V.O.F.
08149990,"A.P. Descendre, h.o.n. Alexandre Auto's"
37037817,Marees Groep B.V.
24340826,"M.J. Peperkamp, h.o.n. De Pepper"
10039946,Versteeg Handelsonderneming B.V.
24362967,EcoReno B.V.
54953189,"K.G. Weis, h.o.n. K.G. Weis IJzer & Metalen"
14630426,"H.C.M. Nicolaes, h.o.n. H. Nicolaes Grondverzet"
29043496,G. van Hanswijk
55872999,ECOSUM B.V.
24232815,B.V. Voorne Gas
32100844,AVM B.V.
50096559,Gebr. Bekkers Transporten B.V.
54406366,"Pastoor Logistieke Dienstverlening V.o.f., h.o.n. PLD"
57052700,"P.G.B. Wolken, h.o.n. Loon- en Grondverzetbedrijf Wolken"
54485061,"A. Koekoek, h.o.n. A.K.O. Transport"
52853799,K.C. van Rijnsbergen Transport en Overslag B.V.
28052692,Van Egmond Wegenbouw B.V.
04067752,Vos Ruinerwold B.V.
37096695,Straal- en Coatingbedrijf W. Schouten B.V.
39064649,V.O.F. Loonwerk en Grondverzetbedrijf Verschueren
51054868,van Nierop v.o.f.
09118290,V.O.F. Gebr. Gerrits Handelsonderneming
09137312,"Theo Bruijsten Groesbeek Transport, h.o.n. T.B.G. Transport Groesbeek"
17199301,Dalem B.V.
56892217,D. Koper B.V.
52781771,Kroezen Rioolbeheer B.V.
01176290,Gemeente Oldambt
55246419,R. van Wessel Holding B.V.
54352533,"T. Kokkeler, h.o.n. Metaalhandel Kokkeler"
30055185,Bronbemaling Schijf B.V.
05954008,Dominik Diegmann
25262726,TRANSERVETO SL
57006431,Grondbalans Noordoost B.V.
21012745,Loonbedrijf Baecke B.V.
23081288,ZwaansDelta Barging B.V.
57185883,"G. van den Brink, h.o.n. G. van den Brink Transportonderneming"
18930456,EUROTRANS CRISTI SRL
15089030,"Gbr. Johann Bergmann, Jan Bergmann"
27232363,Meersma Holding B.V.
08215738,"H. Huigen, h.o.n. Huigen Transport, Sleepvaart en Bergingsbedrijf"
22061006,J.C. Dekker B.V.
36053873,Kees Koopman Transport B.V.
08220523,K.V.A. Handelsonderneming Vorden
51262045,"J.J. Hofman, h.o.n. Handel- & Klusbedrijf J. Hofman"
53478509,Drake & Farrell B.V.
34305178,Yaametal B.V.
18111772,B.V. Aannemings- en Handelmaatschappij Schapers en Zoon
54104963,Van der Weerd Transport V.O.F.
04058683,"Y.M. Weessies, h.o.n. Weessies Transport"
54323231,Scheepvaartonderneming Sennerplaat C.V.
53557131,V.o.f. de Vroom Scheepvaart
21012455,Rederij Cement-Tankvaart B.V.
01042889,Bruinsma Promotie en Bemiddeling
30153944,G. Vernooy Rental & Trading B.V.
24252920,K & B Transport B.V.
08136472,Geert Tel
05045783,Ardesch Sloopwerken B.V.
01061096,Kai Uwe Folster Transporte
16063095,"J.L.I. van Lankvelt, h.o.n. Loonwerkersbedrijf van Lankvelt"
17101188,Lavans B.V.
04027497,Van Spijker Infrabouw B.V.
14128451,"Gemeente Heerlen, Beheer en Onderhoud"
12066541,P.P. Schaefer
52422011,Aannemersbedrijf D. Louman B.V.
20163306,Sloopbedrijf Oosterhout B.V.
39071861,DeVaat B.V.
29046725,Expeditiebedrijf Jac. Vuik & Zn. B.V.
23066410,"H.A. Schouten, h.o.n. H.A. Schouten Transport"
30225364,V.O.F. van Raamsdonk Binnenvaart
34273099,Miro Beheer B.V.
27448503,MARVIO SPEED SRL
18080164,Landheer Infra B.V.
21634523,LAZAR TRANS SRL
17093573,Kingspan Unidek B.V.
54366887,Scheepvaartonderneming Slack C.V.
28015606,J.P. Koolmoes Infra B.V.
05064991,Kwakkel B.V.
57460582,M.A.G. van Zanten Transport
57024758,Hendriks Asbestsanering B.V.
24334322,Jolo Beheer B.V.
51343967,Amer Transport B.V.
54733995,V.o.f. D. van der Ham
20119776,"C.J.P. Hereijgers, h.o.n. C. Hereijgers Grondwerken"
33298857,TNT Express Nederland B.V.
57028281,Rasenberg Bouwbedrijf B.V.
57360898,Jansma en Van Dijk B.V.
57516707,"B.L. Roersen, h.o.n. Handelsonderneming Roersen"
08148148,Handelsonderneming Steenbergen
56072198,Sandstra Sneek Recycling B.V.
54850983,Decorosier
01133017,"D. Wijbenga, h.o.n. Douwe Wijbenga Transport"
23057861,V.O.F. Transportbedrijf A. Bor
04065599,"G. Post, h.o.n. H.P.W."
37159672,Gemeente Medemblik
55437133,"Jelosi Beheer B.V., h.o.n. Residuo"
55037143,Loonbedrijf Hendrix & Smits B.V.
24469073,"D.P.M. Broer, h.o.n. Maarten Broer Transport"
08186598,Handelscentrum Raalte
72754214,V.O.F. Collée
24375818,"K. van Berghem, h.o.n. K. van Berghem Berging & Maritime Dienstverlening"
57211949,J & S Transport B.V.
56755317,Van Pelt Recycling B.V.
23038698,Verolme Transport Nieuwe Tonge B.V.
56286309,P. Timmer Transport
56250134,Michel Doorn Rioolservice B.V.
08150217,Handelsonderneming Manfred
34152558,Sunwoo Trading B.V.
53643631,Used-Clothes NL
30243677,"M.A. Teunissen, h.o.n. MT Grondwerken"
07143249,Stefan Gillung
28080555,Tanktechniek B.V.
30226224,Strukton Milieutechniek B.V.
17144324,"A.J.T.M. Schepens, h.o.n. A.V.N. Asbest Verwijdering Nederland"
08158112,"D. Sieben, h.o.n. D Metals"
53196279,Secondlife Inkjets B.V.
57097518,Metaalhandel Finke B.V.
52487075,Aarnoudse Duwvaart B.V.
24250869,"W.M. Haselager, h.o.n. Haselager Transport"
12054884,M. Bessems Transport V.O.F.
55164730,"R.M. Heineke, h.o.n. RMH Transport"
27173010,De Winter Transport B.V.
27231684,Transportbedrijf J.J. van Dam B.V.
56046758,"M. Liefers, h.o.n. ML Handelsonderneming"
16056231,"W. Bloemers, h.o.n. W. Bloemers Metaal"
54528135,"T.C. de Groot, h.o.n. De Groot Electronics Recycling"
05065063,Tijs Agri V.o.f.
15087220,Henry Modrow Farhdienstleistungen und Transporte
20135837,"L.E.C. Palinckx, h.o.n. LP Trucking"
22049089,"J.M. Wolse, h.o.n. Zwerfafvalservice Zuidwest"
34312775,Bos Logistics B.V.
23052791,Alblas Internationaal Koel- en Vriestransport B.V.
01154900,H. Nieboer B.V.
54184452,"K.H.J. Bloemers, h.o.n. K. Bloemers"
55680054,"A. Kriger, h.o.n. Ton Kriger Transport"
05051353,"J. Vos, h.o.n. Internationaal Transportbedrijf Jaap Vos"
33095895,Binnenscheepvaartbedrijf T. Busker
34070354,V.O.F. G & D Pulleman
34288017,"L. Treffers, h.o.n. L. Treffers Metaalhandel"
05061693,"Gerrit Zwarts, h.o.n. Zwarts Auto's"
54704774,Bouwmans Metals B.V.
20139748,"J.M. van den Berge, h.o.n. DJconsultance"
11046593,Orgamebo B.V.
08185063,"F.A. Willemsen, h.o.n. Handelsonderneming Willemsen"
32142356,K. Baas & Zn. V.o.f.
11021020,"W. van Alphen, h.o.n. Transportbedrijf W. van Alphen"
24348890,"E.A.F.A. Poppelier, h.o.n. Arese Shipping"
57679517,"H. Spijkerman, h.o.n. Handelsonderneming H. Spijkerman"
29780559,PIROTASS TRANS SRL
20061930,Fred Biskop Transport B.V.
53074920,H&B Grondstoffen C.V.
12050700,"O. Kumcu, h.o.n. O.K. Transportbedrijf"
57564531,Klussenbedrijf Gert Kok V.O.F.
13074017,Daniel Süllau
81249868,Anna Czechyra -RUN TRANS
09163831,ReCom Ede B.V.
30053805,Van Vliet Sloopwerken B.V.
30079860,Revema
56173156,van Gilse Transport V.o.f.
27318844,"J. Boon, h.o.n. Jan Boon IJzer- en metaalhandel"
57744319,"M. Mijster, h.o.n. PM Marketing"
05070083,Selina B.V.
11052971,"A.A.C. Bron, h.o.n. AB Arja Rioolonderhoud en ontstoppingsservice"
16036660,V.o.f. Firma Van den Elzen en Verbruggen
28070132,"E.A.P. Hoek, h.o.n. Transportbedrijf Erik Hoek"
09062559,Transportbedrijf Gesink B.V.
55127363,B.A. van Velthoven Transport B.V. 
56995458,Fellinger Internationale Transporten V.o.f.
53801148,Vermeulen Speciaaltransport B.V.
24494249,A.B. de Haan Transport B.V.
37116835,Varga & Beemster Transport B.V.
16074269,"J.L.M. Luft, h.o.n. Metaalhandel en Klussenbedrijf J.L.M. Luft"
24286552,"A.M.M. Spelman, h.o.n. A3 Pallethandel"
09215367,"F.H. Reijnier, h.o.n. Handelsonderneming Frans Reijnier"
34030907,Nic. Oudendijk B.V.
36049888,Simon Loos Winkeldistributie Noord B.V.
37084968,Simon Loos Winkeldistributie Zuid B.V.
55441785,V.O.F. Arie Struijk Metaalrecycling
20141361,MCB Milieu & Techniek B.V.
24233151,De Rijke Continental B.V.
05170052,"Vermasern, Heike"
30080019,nox NightTimeExpress Netherlands B.V.
56093853,"A.B.R. de Jong, h.o.n. Richard Metalen"
39094023,Knipscheer Infra-clean B.V.
34050301,J.W.J. Rumping en Zonen B.V.
05046520,Henk van der Horst Transportbedrijf B.V.
09047066,Hokra Beheer B.V.
05084673,JaVrO B.V.
17197414,"T. Visser, h.o.n. Oud IJzer T. Visser"
56548257,H.C.I. Industrial Services B.V.
36040588,Meilink Transport B.V.
08028493,Gebroeders De Haan-Bussloo B.V.
56882459,Carmix B.V.
05083839,"J.W. Jager, h.o.n. Handelsonderneming Jager"
05366040,Othmar Glasmacher -Transporte und Dienstleistungen-
64370267,"W.M.C. Joosten, h.o.n. Wim Joosten Transport"
20124222,"A. Kouwen, h.o.n. Kouwen metalen en oud ijzer"
56825447,Sassen Transport Diensten V.o.f.
08017163,Loon- en Grondverzetbedrijf J. Boeve V.o.f.
57751293,Geraedts Kessel B.V.
57843317,van den Kerkhof Transport B.V.
24195798,V.o.f. Kranerweerd
56903111,Handelsonderneming T. Wolters
08103825,"G.J. Hoffmann, h.o.n. Hoffmann Metaal"
24472780,"L.C. Kok, h.o.n. L. Kok"
20096976,A. Timmers Transport
01052967,Boekema V.o.f.
57734534,FlevoPallets
57733392,DAS Transport
01011409,Mulder Agro B.V.
08184567,Groothuis Handel B.V.
09102545,Northern Linen B.V.
54631939,"P. Huizinga, h.o.n. Huizinga Metalen"
24439991,Gerarda B.V.
56059558,V.o.f. Transportbedrijf J. Gerding
56169833,G.M. van 't Oever Int. Transport V.o.f.
08175070,"R. Nijhof, h.o.n. Handelsonderneming Nijhof"
08198364,"P.G. Kiel, h.o.n. P. Kiel"
01097077,Peter Meijer Transport
52385507,"H. Wolters, h.o.n. Henk Wolters"
57715351,"M.C. Vet, h.o.n. Hollandvuilafvoer"
57640319,Hoekstra Metals B.V.
56516827,"C.A.H.M. Pfundt, h.o.n. Pfundt transport"
37009983,P. Muntjewerf & Co B.V.
18091332,V.O.F. MS Matthinge
10103860,TOLPOST SRL
30145721,VKS N.V.
56874774,A. Hurkmans Transporten V.o.f.
57865078,Eye4waste B.V.
27318611,Pallet & Oud IJzerhandel G. Boon
05766012,Klaus Depping
57701385,Van Lier Containers B.V.
24212203,Gebr. Poot-Labots
57154791,"R.J.D. Vallen, h.o.n. Asbestsanering REVALL"
57338779,"J.J. Finke, h.o.n. Handelsonderneming J. Finke"
30277593,Transportbedrijf Van Es B.V.
58028870,"P. van Loon, h.o.n. P.V.L. Recycling"
54575478,Ben Janssen Verhuur Grondverzet B.V.
36021109,V.O.F. Fa. Piet Schuit en Zn.
57610320,Gorissen Peerboom Maastricht (G.P.M.) B.V.
57733740,Strijker
27309388,"P. Boon, h.o.n. Piet Boon"
24369032,Kranenburg & Vlietstra B.V.
37133488,De Waard Transport B.V.
17175236,"M.A.M.T. Verstegen, h.o.n. M. Verstegen"
18085994,Gebroeders Van Rijswijk V.o.f.
23020041,Van 't Verlaat Handel- en Transportbedrijf B.V.
56859902,Bram Verschoor Transport V.o.f.
33234655,"J. Oluohu, h.o.n. Jabo International"
20131786,Van Bezooijen & Schreuders Grondwerken B.V.
55392040,M.P.O. Recycling B.V.
01100104,Berend Visser Holding B.V.
32036915,"H.H. van Klaveren, h.o.n. Fa. Van Klaveren"
08109679,Lokhorst Koeriersdiensten B.V.
57397597,"J.G.M. Janssens, h.o.n. Elcon Transport"
24319386,Groen Transport B.V.
36039762,Asbestsanering B.V.
11019902,Flora Nova Hoveniers- en Groenvoorzieningen B.V.
57681953,AsbestVrijMaken.nl B.V.
56064977,"A.J. Teunis, h.o.n. Teunis Transport"
27316181,Stichting Regiodoel
09069730,V.o.f. H. Harteveld Transporten
01080791,Schoonmaakbedrijf Landman B.V.
02040335,V.o.f. Autodemontagebedrijf K. Boer
55245757,WHR Metals B.V.
12045834,Basalt Wegenbouw B.V.
57759359,J. van Gils Transport
23061218,Transportbedrijf A. de Bruijn Giessenburg B.V.
05063407,Gerben Buiter Transport B.V.
12066247,"P.M.A.F. Linssen, h.o.n. Paul Linssen Transport"
55177867,"H. Lugtmeijer, h.o.n. Rani Trans"
52307441,Sleijpen-Lutgens V.o.f.
09148134,"M.G.M. Buijl, h.o.n. Neill Handelsonderneming"
55456022,D-Commerce Contracting B.V.
57506841,Sharecollect B.V.
04088766,"P. Roossien, h.o.n. P. Roossien Handelsonderneming"
53093917,Th.P. van Wanrooij Metaalhandel
52833542,Peelen Harskamp B.V.
47034157,Bratislava Trucking s.r.o.
50079875,P.V. Transport B.V.
50063928,Tiemissen Holding B.V.
01140479,Loon- en Grondverzetbedrijf Gebroeders Hartenhof B.V.
17260948,"C.J.M. van der Ven, h.o.n. C. van der Ven"
30130797,Gebr. Geelhoed V.o.f.
16194108,Adriana Voiaj SRL
53243056,De Keij Transport
30090510,"A.W. Brinkhof, h.o.n. Brinkhof Transport"
68103263,Internationaal Transport Beving V.O.F.
56583133,"O.N. Vorbulaynen, h.o.n. A.H. Hartmans"
56690363,"W.W.C. Boom, h.o.n. Scheepvaartbedrijf W. Boom"
05053961,ATI Service B.V.
20355099,Pepsi-67 OOD
57769052,L. van Zanten
11055972,Reuvers B.V.
30101385,"R.A.R. den Houdijker, h.o.n. R. den Houdijker Sloopwerken en metaalhandel"
08198963,Dolphin Metal Separation B.V.
21317541,Avis Trans Srl
51288834,Omega Logistics B.V.
53259211,"J. Veerman, h.o.n. Arctic Liner"
57383898,B.S.O. Botsabsorber Verhuur B.V.
57933537,Wessels Transport Hengelo V.o.f.
54111544,"L. Marskamp, h.o.n. Transportbedrijf Marskamp"
28053908,"G. Heijns, h.o.n. G. Heijns Trucking"
53027264,Heijns Transportbedrijf B.V.
57012482,Poland Groep B.V.
08172566,"J. Wolters, h.o.n. Handelsonderneming Koop Wolters"
57752826,Leobellen.nl B.V.
55573088,Autorecycling Reuvers B.V.
20111934,Plastics Trading International B.V.
39093361,"H.H. Romkes, h.o.n. Dageraad 1 Duwboot"
24325295,WENEKA International B.V.
55666167,"G.D.M. Leus, h.o.n. Jamatex"
51421747,Afvaldienst Twente B.V.
16527415,CONDMARI SRL
17132829,Transportbedrijf René Lammers C.V.
16056907,V.o.f. Gijs Vos Transport
57789223,Accu Centrale Brabant B.V.
56665946,2Recycle B.V.
32080815,V.o.f. van der Laan
32134767,V.O.F. Gebr. Woord
04070746,"J.H. Schipper, h.o.n. Schipper Kraanbedrijf"
57070776,"J. Tuinstra, h.o.n. Tuinstra Transport"
05974048,Heinz Waldhoff
55642640,"A.A. Rakipov, h.o.n. Arif Arif"
24418672,Renes AGF Services B.V.
57930856,Trovato Transport V.o.f.
58000933,V.o.f. L & P Plastics
09576128,Karin Kurtsch Fuhrunternehmen
17096009,Formule 1 Logistics B.V.
30141124,A-One Spoedkoeriers B.V.
57848858,Recyca B.V.
01128295,J.B.Z.
52296458,"F. Hofman, h.o.n. F. Hofman Recycling"
56918208,Boonstra Dienstverlening V.o.f.
50988018,Reinigingsdienst De Liemers
17118028,"H.G. van de Wal, h.o.n. H vd Wal Grondwerken"
51717131,"G.J. Kuijf, h.o.n. Kuyf Grondverzet"
09133591,Dak- en Wandbeplating Acoma B.V.
05116000,"Zefels, Heinz Willy"
09163981,PAN European Roadtransport Alliance B.V.
34247232,RuudTrans V.o.f.
57342563,J. van Wijk Logistiek B.V.
57354804,A.L. Transport B.V.
34018464,P. Bruinsma Transport B.V.
57709009,van Elst containerverhuur B.V.
01064975,"D. Mulder, h.o.n. Derk Mulder"
24369735,"P.J.J.J. Beuk, h.o.n. Pallethandel Beuk"
58216596,"L. Conti, h.o.n. Conti Metalen"
58055363,H. Bruijnes
09157572,"G.A. Ploeg, h.o.n. Albert Ploeg Internationaal Transport"
67708501,A.v.E Int. Transport
39071126,Batterink
30198921,Dijkstra Logistiek B.V.
50595644,Gemeente Zuidplas
58142584,Collect2Help B.V.
58137505,H. Bel
30182462,"D.H. Everwennink, h.o.n. LCS Koeriers"
20031543,Sando Beheer B.V.
58225366,Netwerk N.V.
17115603,"Th.F.J. van der Heijden, h.o.n. Safeguard"
30192935,van Rooijen Koerier
05086014,P. Hendriks
50448072,Rowill B.V.
54121043,V.O.F. Autodemontage Nijmegen 
24381281,V.O.F. van der Werf - Hamstra
24445417,"R. van Hees, h.o.n. Handelsonderneming Riny van Hees"
24360057,"A.J. Visser, h.o.n. Arjan Visser Internationaal Transport"
53818997,"D. Schuurman, h.o.n. Handel en Transport D. Schuurman"
37131720,"M.N. van de Graaf, h.o.n. MG Dienstverlening"
27281751,JKS B.V.
09087185,"W.L.J.M. Kock, h.o.n. Loonbedrijf W.L.J.M. Kock jr."
56118759,Recycling Nederland.NL B.V.
24155889,KDS Logistics B.V.
53740041,Stipt Techniek B.V.
58338586,"A.J. Veenema, h.o.n. A.J. Veenema papier plastic en metalen"
09127607,"M. Mellendijk, h.o.n. Mellendijk Grondstromen"
58272321,Van Helvert Recycling Nederland V.o.f.
52777952,P. Kruit B.V.
57595461,Monsma Transport B.V.
08176783,Biocommodities B.V.
30183658,A.J. van den Hoogen & Zn. B.V.
33233472,Meyer Multicleaning B.V.
56116136,Kingwah International B.V.
34195491,"J.W.M. Knaap, h.o.n. J.W.M. Knaap Transport"
27159514,Van der Goes Groep B.V.
57888981,SR Transport
58052976,"C.C. Franse, h.o.n. Franse Transport Service"
16072341,Aannemersbedrijf van Abeelen C.V.
31923014,TEGA LOGISTIC SRL
30224751,Impresa Scheepvaart B.V.
34089270,United Parcel Services Nederland B.V.
73611980,Lasbedrijf Jan de Wit
17228252,Saas Nederland B.V.
51918277,Prodigio C.V.
24406403,Abrahamse-den Ouden V.O.F.
54514509,V.o.f. Scheepvaartbedrijf Snoek
08173554,Caroda B.V.
54403650,"A.T. van Duijn, h.o.n. A.T. Trans"
56763352,De Rijnstreek B.V.
18054903,Loon- en Grondverzetbedrijf M.P.M. Van Daelen B.V.
29995485,GRIG EMY KIMTRANS SRL
04059567,"A. Groenewold, h.o.n. Plasti-Sol"
34207464,Inbusiness B.V.
30679990,CABTEAM SPEDITION SRL
51719665,"M.A. Mihaylov, h.o.n. Milen Mihaylov"
56612109,CityGreenPoint Holding B.V.
34228982,Buunk Ontstoppingsdienst B.V.
58371176,J.S. Trucking
53051238,"E. van Groeningen, h.o.n. VSF (Veegservice Flevoland)"
51603128,Loon- en verhuurbedrijf Th. Schuurman & Zn B.V.
51281244,Brabant-Creative Infra Solutions B.V.
54602645,Groothuis Transport
01066482,J. Postma
09063415,V.o.f. Ter Horst Transport
27907644,Mikael Jacobsen Transport A/S
34699844,PGN ApS (Performance Group Nordic)
56700377,"H.Kingma, h.o.n. Kingma Surhuisterveen"
12063122,"T.L. Pruijmboom, h.o.n. Theodorus Pruijmboom"
58017895,Enviterra B.V.
52024911,"Z.F. Gompelman, h.o.n. V.T.G. Riooltechniek"
05770024,"Stühff, Ralf Max"
24454993,To-sell
58374019,Corné Timmer Transport V.O.F.
08101881,Fischer Logistiek B.V.
17190675,"J.C. Pijnenburg, h.o.n. JCP Handelsonderneming & Koeriersdiensten"
37086227,Multiservice IJmond B.V.
27357973,"T. Pfeifer, h.o.n. TP Oude Metalen Enzo..."
58408525,TSE Holland
12062952,G.C. Pruijmboom
12062847,"G.W. Pruimboom, h.o.n. Pruijmboom Oude Matelen"
57115346,Lawet Trading B.V.
30096914,"J.L.M.M. van Wordragen, h.o.n. Snelco"
55082106,V.O.F. Vetcom
55990347,Global Food Group B.V.
51508168,"Johan Drogt, h.o.n. JD Auto's"
56598394,"L. de Vries, h.o.n. L.D.V."
09075405,"E. Jacobsen, h.o.n. RJT Internationaal Transportbedrijf"
53670175,V.O.F. SVB Koelink
51690551,Van den Maagdenberg Cleaning B.V.
39047604,Aannemingsbedrijf De Wilde B.V.
53339436,Van Tuyl Metaalrecycling
58276602,Plastic Recycling Company B.V.
14118586,Theo Faassen Transport N.V.
05113000,"Konopka, Stefan & Exler, Sacha GbR"
09775152,Alexander Rehm jun. & sen.GbR
32116365,GIVAR B.V.
58046534,"J.M. Hoekstra, h.o.n. JMTransport Bakhuizen"
11065444,Installatiebedrijf De Leeuw Beneden-Leeuwen N.V.
57672075,"C.H. Bolt, h.o.n. Christian H Bolt"
58557261,HarTon Velddriel V.o.f.
56995687,Transportbedrijf G. de Bruyn Rotterdam B.V.
04039274,Huzen Transport B.V.
08170309,"R.C. van Herpt, h.o.n. Van Herpt"
41028508,Stichting Kringloopbedrijf de Beurs
01069349,ASM Asbestsanering & Milieutechniek B.V.
24383957,Bolero II B.V. 
57933693,No Time To Waste B.V.
54382440,"M.P.M. van der Gulik, Machine & Machinistenverhuur Van der Gulik"
37161985,"S.J. van der Gulik, Van der Gulik Hoveniersbedrijf, t.h.o.n. Van der Gulik Algemene Dienstverlening"
58280383,Dijktrans B.V.
22034331,Jac. Hannewijk Transport V.o.f.
18201988,CARGO SUD SRL
53454138,Grondverzet Jansen B.V.
41179580,Stichting Dierenambulance Utrecht en omstreken
58685677,"A.H. Pas, h.o.n. Pas Metalen"
37074079,"N.J. Smit, h.o.n. Smit Hergebruik"
24415578,Scheepvaartbedrijf 'Pavema' B.V.
58725075,"B. Rokven, h.o.n. De Groene Euro D.G.E."
35928988,"M & G TRANS Marek Falkowski, Grzegorz Zasada Sp.J."
58735429,Verhaegh recycling
01109355,Cnossen Infra B.V.
51184486,"A. Zuidema - Grasmeijer, h.o.n. Handelsonderneming Zuidema"
06084395,R en R Trans
20097113,Asbestsanering en Milieutechniek Vissers B.V.
04040417,Aanneming Wegenbouw G. Hemmen B.V.
14081540,Bre-ad B.V.
08159133,"M. Kinnaer, h.o.n. Maikel Kinnaer IJzer- en Metaalhandel"
31461721,TRANSLINE DRN SRL
27288435,"L. van der Elst, h.o.n. Leo van der Elst Transport"
58401830,"A. Valke, h.o.n. Valke transport"
58252452,"R. van Bebberen, h.o.n. Rojo Transport"
18047902,V.o.f. Bruurs Transportbedrijf
04088077,Kleemzand International B.V.
57070164,Zagron Grondbank en Bouwstoffen v.o.f.
54270502,M.C. Tenniglo. h.o.n. Maurice Tenniglo
12064033,"G.C. Raaijmakers, h.o.n. G.C. Raaijmakers Oud IJzer en Metalen"
08020364,Ploeger Dedicated Transport B.V.
05085302,Aannemersbedrijf Muis B.V.
56834284,"S. Voogd, h.o.n. Nordfett"
04085454,Heuving Transport V.o.f.
33165848,Gebroeders Gorter Expeditie en Verhuizingen B.V.
52062716,"F. Elst, h.o.n. ELST CARGO"
57136521,Grift Grondwerk en Cultuurtechniek V.O.F.
58202269,"L.J.A. Griffijn, h.o.n. Griffijn Transport & Onderhoud"
52882322,Loon- en Grondverzetbedrijf Koonstra B.V.
30046699,Verhuur- en Loonbedrijf Schuurman B.V.
57891117,Bodem & Ontwikkeling B.V.
08180107,"B. Nijboer, h.o.n. B. Nijboer Metaal- en Kabelrecycling"
57620792,ST-Cleaning B.V.
17227340,Reuzenaar Sloop- en Verhuurbedrijf B.V.
05914000,Andrzej Kozielek
04020042,Meringa B.V.
27286383,"W. Suchecki, h.o.n. Loonbedrijf Waldemar"
08068481,Loodgietersbedrijf M. Kramer B.V.
58087273,Ovvio B.V.
24321722,Van der Vlist Modulair Transport B.V.
58020411,"A. Douma, h.o.n. Alb. Douma Workum NL"
52650316,HARON TRUCKING V.O.F.
24289617,Holding AVR-Afvalverwerking B.V.
58599843,AVR-Afvalverwerking B.V.
24276426,Holding RAV Water Treatment B.V.
58599630,RAV Water Treatment I B.V.
16061364,Fred van de Laar Grond- Weg- en Waterbouw B.V.
52268594,J.H.V.O.
57189439,Marjo B.V.
57189617,Vivadero B.V.
58929908,"G. Hofmeijer, h.o.n. Gerrit Hofmeijer Doornspijk"
58534660,"J.C.A. de Bruijn, h.o.n. Metaalhandel de Bruijn"
53504879,Roli Container Logistics B.V.
18054562,"D. Stuij, h.o.n. D. Stuij (Transport)"
30079805,Aannemingsbedrijf Gebr. Rijneveld Mijdrecht B.V.
55642926,Handel en Transportbedrijf M. Martens & Zn. V.o.f.
27212502,Tanke Hoek van Holland B.V.
08073470,Turmer Waste Intermediate B.V.
58117946,Pauw Dodewaard Grond Weg en Waterbouw B.V.
60701200,DOPAZ s.r.o.
16473951,PFENNING DISTRIBUTIE SRL
69561257,S. Velthuis Transport
58304649,UTS van der Geest Verhuizingen B.V.
30173437,Klever Boor- en Perstechniek B.V.
23076365,Esman Hoveniersbedrijf
17228775,"M.T. Vink, h.o.n. Marcel Vink Transport"
53218140,Van der Hulst Logistics
12042183,Bom Transport B.V.
29011015,Transportbedrijf G. Dekker Nieuwerkerk aan den IJssel B.V.
16556721,VESTCONT spol.s.r.o.
17198288,Van de Sande Logistics B.V.
24067739,Transportbedrijf A.J. Sonneveldt B.V.
58969845,J.E.de Gooijer Transport
58655344,"J.J. Smit, h.o.n. Transportbedrijf J. Smit"
58528199,International Metal Trading B.V.
55694497,Thielen Containertransport B.V.
16075845,Interway Holland B.V.
22006579,V.o.f. C.W. Bijl en Zn
01170843,"G. Bouwmeester, h.o.n. JoBo Gieten Zand Grind- en Bestratingen"
55098657,"B. Domingo Rafaël, h.o.n. DRB Transport"
58414061,Van Reeuwijk Asbestverwijdering B.V.
